text,specialist,type
"Buzurg dadi ko akele chhodna theek nahi lagta, ghar par hi doctor bula sakte hain kya.",Geriatrician,Original
buzurgo ka doctor chahiye,Geriatrician,Specialist Term
geriatric specialist ko dikhana hai,Geriatrician,Specialist Term
senior citizen specialist se milna hai,Geriatrician,Specialist Term
budhape ki bimariyon ka doctor,Geriatrician,Specialist Term
budhape ki kamzori,Geriatrician,Keyword Phrase
senior citizen ki tabiyat,Geriatrician,Keyword Phrase
budhon ki bimari,Geriatrician,Keyword Phrase
buzurg ko chakkar,Geriatrician,Keyword Phrase
"Meri blood report aayi hai, samajh nahi aa raha values ka matlab kya hai.",Pathologist,Original
"Fasting blood sample dena hai kal subah, kahan jama karna hai.",Pathologist,Original
"Biopsy report abhi tak nahi aayi, kab tak milegi.",Pathologist,Original
"Lab test ke results normal range se bahar aaye hain, doctor ko dikhana hai.",Pathologist,Original
Urine culture test karwana hai infection check karne ke liye.,Pathologist,Original
"Histopathology report samajhni hai, doctor ne bola tha lab se le lo.",Pathologist,Original
"Stool sample test karwana hai, kaha jama karein.",Pathologist,Original
"CBC report mein kuch values low aayi hain, matlab samajhna hai.",Pathologist,Original
"PCR test karwana hai, kitne din mein report milegi.",Pathologist,Original
Thyroid ka blood test karwana hai fasting mein ya normal.,Pathologist,Original
"Report mein ek value red mark ki hai, kitna serious hai janna hai.",Pathologist,Original
"Sugar test PP aur fasting dono karwane hain, ek hi din mein ho jayenge kya.",Pathologist,Original
"Allergy test karwana hai, kaunse kaunse cheezon se allergy hai pata karna hai.",Pathologist,Original
"Pregnancy test karwana hai lab mein, ghar wala test positive aaya tha.",Pathologist,Original
lab report checkup,Pathologist,Specialist Term
pathologist se report discuss karni hai,Pathologist,Specialist Term
sample test karwana hai,Pathologist,Specialist Term
lab wale doctor se baat karni hai,Pathologist,Specialist Term
blood test report samajhni hai,Pathologist,Specialist Term
blood report,Pathologist,Keyword Phrase
lab test,Pathologist,Keyword Phrase
sample dena hai,Pathologist,Keyword Phrase
report samajhni hai,Pathologist,Keyword Phrase
culture test,Pathologist,Keyword Phrase
histopathology,Pathologist,Keyword Phrase
"Operation ke baad se ghutna hilana mushkil hai, exercises karni hain shayad.",Physiotherapist / Rehab,Original
"Kandha jam sa gaya hai, movement bahut kam ho gayi hai.",Physiotherapist / Rehab,Original
Doctor ne bola tha physiotherapy karo par kaafi time se nahi ki.,Physiotherapist / Rehab,Original
"Stroke ke baad ek side kamzor ho gayi hai, chalna practice karna hai.",Physiotherapist / Rehab,Original
"Kamar ke dard mein exercise se hi aaram milta hai, dawai se nahi.",Physiotherapist / Rehab,Original
Sports injury ke baad muscle strength wapas laani hai dheere dheere.,Physiotherapist / Rehab,Original
"Accident ke baad chalna phirna bhool gaye hain, dobara sikhna hai.",Physiotherapist / Rehab,Original
"Frozen shoulder hai bola doctor ne, exercises se hi thik hoga.",Physiotherapist / Rehab,Original
"Paralysis ke baad ek haath bilkul kaam nahi kar raha, therapy chahiye.",Physiotherapist / Rehab,Original
Knee replacement ke baad chalna phir se sikhna hai proper tarike se.,Physiotherapist / Rehab,Original
"Bache ko cerebral palsy hai, uski movement therapy chalti rehti hai.",Physiotherapist / Rehab,Original
"Pairo mein weakness hai polio ke baad se, exercises se improve hota hai kya.",Physiotherapist / Rehab,Original
"Ghar par hi physiotherapy karwa sakte hain kya, aana jaana mushkil hai.",Physiotherapist / Rehab,Original
"Neck ka dard hai desk job ki wajah se, posture theek karne wali exercises chahiye.",Physiotherapist / Rehab,Original
physiotherapist chahiye,Physiotherapist / Rehab,Specialist Term
rehab specialist se milna hai,Physiotherapist / Rehab,Specialist Term
exercise therapy wale doctor,Physiotherapist / Rehab,Specialist Term
physio se appointment chahiye,Physiotherapist / Rehab,Specialist Term
movement therapy specialist chahiye,Physiotherapist / Rehab,Specialist Term
exercise se dard theek,Physiotherapist / Rehab,Keyword Phrase
physiotherapy chahiye,Physiotherapist / Rehab,Keyword Phrase
movement kam ho gaya,Physiotherapist / Rehab,Keyword Phrase
operation ke baad rehab,Physiotherapist / Rehab,Keyword Phrase
"Breast mein gaanth thi, biopsy mein cancer confirm hua hai.",Oncologist (Cancer),Original
"Achanak bahut weight kam ho raha hai bina kisi wajah ke, cancer ka dar hai.",Oncologist (Cancer),Original
Gaanth dheere dheere badh rahi hai aur ab dard bhi hone laga hai.,Oncologist (Cancer),Original
"Keemo therapy shuru karni hai, kahan aur kaise hoti hai janna hai.",Oncologist (Cancer),Original
"Scan mein ek tumor dikha hai, aage kya karna hai samajh nahi aa raha.",Oncologist (Cancer),Original
"Baar baar mooh mein ulcer hota hai jo theek hi nahi hota, dar lag raha hai.",Oncologist (Cancer),Original
Gale mein ek ganth hai jo kam nahi ho rahi kai hafton se.,Oncologist (Cancer),Original
"Radiation therapy shuru karni hai, process samajhni hai poori.",Oncologist (Cancer),Original
"Second opinion chahiye cancer treatment ke liye, report bhej sakte hain.",Oncologist (Cancer),Original
Skin par ek mole ka shape aur colour badal gaya hai achanak.,Oncologist (Cancer),Original
"Papa ko lung cancer detect hua hai, aage ka treatment plan samajhna hai.",Oncologist (Cancer),Original
"Keemo ke side effects bahut zyada ho rahe hain, kuch karna hai iske liye.",Oncologist (Cancer),Original
"Family mein cancer history hai, screening karwani hai preventive.",Oncologist (Cancer),Original
"Ek hi jagah baar baar khoon aata hai bina kisi chot ke, dar lag raha hai.",Oncologist (Cancer),Original
"Cancer stage kya hai aur survival rate kya hoga, ye janna hai.",Oncologist (Cancer),Original
cancer specialist chahiye,Oncologist (Cancer),Specialist Term
oncologist se milna hai,Oncologist (Cancer),Specialist Term
cancer ka doctor dikhana hai,Oncologist (Cancer),Specialist Term
tumor specialist se milna hai,Oncologist (Cancer),Specialist Term
keemo therapy center ka pata chahiye,Oncologist (Cancer),Specialist Term
cancer ka doubt,Oncologist (Cancer),Keyword Phrase
gaanth badh rahi hai,Oncologist (Cancer),Keyword Phrase
biopsy mein cancer,Oncologist (Cancer),Keyword Phrase
keemo therapy,Oncologist (Cancer),Keyword Phrase
tumor,Oncologist (Cancer),Keyword Phrase
"Doctor ne MRI karwane ko bola hai, kahan achi facility milegi.",Radiologist,Original
"Haath mein fracture lag raha hai, X-ray karwana hai turant.",Radiologist,Original
Pregnancy ka sonography karwana hai is mahine ka.,Radiologist,Original
"CT scan ki report samajhni hai, kya nikla hai usme.",Radiologist,Original
"Ultrasound mein kuch clear nahi dikha, dobara karwana padega kya.",Radiologist,Original
Mammography karwani hai routine checkup ke liye.,Radiologist,Original
"Doppler test karwana hai pairo ki naso ka, doctor ne bola hai.",Radiologist,Original
"Bone density test karwana hai, budhape mein haddi kamzor ho rahi hai.",Radiologist,Original
"PET scan karwana hai, doctor ne cancer follow-up ke liye bola hai.",Radiologist,Original
Ghutne ka MRI karwana hai ligament check karne ke liye.,Radiologist,Original
Bache ke fracture ka X-ray dobara karwana hai healing check karne.,Radiologist,Original
"Echo test karwana hai heart ka, doctor ne bataya hai.",Radiologist,Original
"Brain ka MRI karwana hai, sar dard bahut zyada rehta hai.",Radiologist,Original
"Report mein kya nikla hai, radiologist se khud baat kar sakte hain kya.",Radiologist,Original
scan karwana hai,Radiologist,Specialist Term
radiologist se report discuss karni hai,Radiologist,Specialist Term
imaging center jana hai,Radiologist,Specialist Term
MRI center ka pata chahiye,Radiologist,Specialist Term
scan report samajhni hai,Radiologist,Specialist Term
MRI karwani hai,Radiologist,Keyword Phrase
X-ray karwana hai,Radiologist,Keyword Phrase
CT scan,Radiologist,Keyword Phrase
ultrasound,Radiologist,Keyword Phrase
sonography,Radiologist,Keyword Phrase
mammography,Radiologist,Keyword Phrase
bone density test,Radiologist,Keyword Phrase
"Football khelte waqt ghutna mud gaya, ab chalna mushkil ho raha hai.",Sports Medicine Specialist,Original
Gym mein weight uthate waqt kandhe mein kuch chatak gaya jaisa laga.,Sports Medicine Specialist,Original
"Running karte waqt ankle twist ho gaya, sujan bhi aa gayi hai.",Sports Medicine Specialist,Original
"Cricket khelte waqt haath mein ball lag gayi thi, ab bhi dard hai.",Sports Medicine Specialist,Original
"Muscle pull ho gaya hai practice ke doraan, kal se bahut dard hai.",Sports Medicine Specialist,Original
"Ligament mein chot lagi thi match ke doraan, ab tak poora recover nahi hua.",Sports Medicine Specialist,Original
Marathon practice ke baad ghutno mein bahut dard rehta hai roz.,Sports Medicine Specialist,Original
Gym mein injury ke baad wapas training start karni hai safely.,Sports Medicine Specialist,Original
"Badminton khelte waqt kalai mud gayi thi, ab bhi weak lagti hai.",Sports Medicine Specialist,Original
Swimming karte waqt kandhe mein dard shuru ho gaya hai roz roz.,Sports Medicine Specialist,Original
Trekking ke baad pairo mein bahut soojan aur dard hai kai din se.,Sports Medicine Specialist,Original
"College tournament ke liye jaldi recover hona hai, injury management chahiye.",Sports Medicine Specialist,Original
Weightlifting karte waqt kamar mein kuch kadak gaya jaisa laga.,Sports Medicine Specialist,Original
sports injury specialist chahiye,Sports Medicine Specialist,Specialist Term
sports medicine doctor ko dikhana hai,Sports Medicine Specialist,Specialist Term
athlete injury specialist chahiye,Sports Medicine Specialist,Specialist Term
fitness aur injury doctor chahiye,Sports Medicine Specialist,Specialist Term
khelte waqt chot,Sports Medicine Specialist,Keyword Phrase
gym mein chot lagi,Sports Medicine Specialist,Keyword Phrase
muscle pull,Sports Medicine Specialist,Keyword Phrase
ligament injury,Sports Medicine Specialist,Keyword Phrase
sports injury,Sports Medicine Specialist,Keyword Phrase
Kai joints mein ek saath soojan aur dard rehta hai kaafi dino se.,Rheumatologist,Original
Subah uthte hi ek ghante tak joints akde hue lagte hain.,Rheumatologist,Original
"Arthritis ka doubt hai, ungliyon ke joints mein bhi dard hone laga hai.",Rheumatologist,Original
Dono haathon ke chhote joints mein symmetrical dard rehta hai.,Rheumatologist,Original
"Doctor ne bola auto-immune ho sakta hai, joints ke saath skin par bhi rash hai.",Rheumatologist,Original
Bahut thakaan rehti hai aur haath ki ungliyan subah akdi hui lagti hain.,Rheumatologist,Original
Joints mein dard ke saath saath halka bukhar bhi rehta hai kaafi dino se.,Rheumatologist,Original
Ghutno ke saath kalai aur ungliyon mein bhi soojan aa gayi hai.,Rheumatologist,Original
"Lupus ka doubt hai, joints ke saath chehre par bhi rash hai dhoop mein.",Rheumatologist,Original
"Gout ki problem hai, pair ke angoothe mein achanak bahut tez dard hota hai.",Rheumatologist,Original
"Kandhe aur kamar dono mein akadan rehti hai, movement kam ho gayi hai.",Rheumatologist,Original
Doctor ne blood test mein RA factor check karne ko bola hai.,Rheumatologist,Original
rheumatologist ko dikhana hai,Rheumatologist,Specialist Term
joint aur auto-immune specialist chahiye,Rheumatologist,Specialist Term
arthritis specialist se milna hai,Rheumatologist,Specialist Term
gout specialist se milna hai,Rheumatologist,Specialist Term
joints mein soojan,Rheumatologist,Keyword Phrase
arthritis,Rheumatologist,Keyword Phrase
subah akadan,Rheumatologist,Keyword Phrase
auto-immune,Rheumatologist,Keyword Phrase
joint pain multiple,Rheumatologist,Keyword Phrase
"Blood test mein creatinine bahut high aaya hai, kidney specialist se milna hai.",Nephrologist (Kidney),Original
Subah uthte hi aankho ke aas paas aur pairo mein sujan rehti hai.,Nephrologist (Kidney),Original
Peshaab bahut kam ho gaya hai pichle kuch dino se.,Nephrologist (Kidney),Original
"Doctor ne bataya kidney function kam ho gaya hai, dialysis ki baat kar rahe the.",Nephrologist (Kidney),Original
"Bahut thakaan aur ulti si feel hoti hai, kidney test karwane bole hain.",Nephrologist (Kidney),Original
"Peshaab mein bahut jhaag aata hai kaafi dino se, protein leak ho sakta hai.",Nephrologist (Kidney),Original
"Dono kidney mein stone hai bola hai, ab specialist se milna hai.",Nephrologist (Kidney),Original
"BP control nahi ho raha kai dawaiyon ke baad bhi, kidney check karana hai.",Nephrologist (Kidney),Original
Diabetes ke saath kidney ki reports bhi kharab aane lagi hain.,Nephrologist (Kidney),Original
"Dialysis start karni padegi shayad, doctor ne bataya hai reports dekhkar.",Nephrologist (Kidney),Original
"Chehre aur pairo mein subah subah zyada sujan rehti hai, sham tak kam ho jaati hai.",Nephrologist (Kidney),Original
"Kidney transplant ke baare mein jaankari chahiye, doctor ne suggest kiya hai.",Nephrologist (Kidney),Original
kidney specialist chahiye,Nephrologist (Kidney),Specialist Term
nephrologist se milna hai,Nephrologist (Kidney),Specialist Term
dialysis specialist ko dikhana hai,Nephrologist (Kidney),Specialist Term
kidney transplant specialist chahiye,Nephrologist (Kidney),Specialist Term
kidney ki problem,Nephrologist (Kidney),Keyword Phrase
creatinine high,Nephrologist (Kidney),Keyword Phrase
chehre par sujan,Nephrologist (Kidney),Keyword Phrase
kidney failure,Nephrologist (Kidney),Keyword Phrase
dialysis,Nephrologist (Kidney),Keyword Phrase
Gallbladder mein stones hain aur doctor ne operation karne ko bola hai.,GI/Surgical Gastroenterologist,Original
Pet mein ek gaanth hai jo operation se hi nikalni padegi bola hai.,GI/Surgical Gastroenterologist,Original
"Piles bahut badh gaye hain, ab surgery ke alawa koi option nahi bacha.",GI/Surgical Gastroenterologist,Original
Endoscopy mein kuch nikla hai jiske liye operation ki zaroorat hai.,GI/Surgical Gastroenterologist,Original
"Fistula ho gaya hai, doctor ne surgery karne ki salah di hai.",GI/Surgical Gastroenterologist,Original
"Aant mein rukawat hai bola hai doctor ne, operation karna padega.",GI/Surgical Gastroenterologist,Original
"Rectal bleeding bahut zyada ho rahi hai, surgeon ne dikhne ko bola hai.",GI/Surgical Gastroenterologist,Original
Liver mein cyst hai jise operation se nikalna padega bola hai.,GI/Surgical Gastroenterologist,Original
"Hernia bahar dikhne laga hai khaansne par, operation ki zaroorat bata rahe hain.",GI/Surgical Gastroenterologist,Original
"Pancreas mein problem hai, surgery karke hi theek hoga bola doctor ne.",GI/Surgical Gastroenterologist,Original
"Anal fissure bahut dard de raha hai, surgery ke alawa option nahi bacha.",GI/Surgical Gastroenterologist,Original
"Appendix ka operation karwana hai, doctor ne turant bola hai.",GI/Surgical Gastroenterologist,Original
GI surgeon se milna hai,GI/Surgical Gastroenterologist,Specialist Term
pet ki surgery wale doctor chahiye,GI/Surgical Gastroenterologist,Specialist Term
gastro surgery specialist chahiye,GI/Surgical Gastroenterologist,Specialist Term
hernia operation specialist chahiye,GI/Surgical Gastroenterologist,Specialist Term
pet ki surgery,GI/Surgical Gastroenterologist,Keyword Phrase
gallbladder operation,GI/Surgical Gastroenterologist,Keyword Phrase
hernia operation pet,GI/Surgical Gastroenterologist,Keyword Phrase
GI operation,GI/Surgical Gastroenterologist,Keyword Phrase
fistula,GI/Surgical Gastroenterologist,Keyword Phrase
rectal bleeding operation,GI/Surgical Gastroenterologist,Keyword Phrase
"Pairo ki nasein phool kar bahar dikhne lagi hain, khade rehne se dard hota hai.",Vascular Surgeon,Original
"Pair mein achanak sujan aur dard hua hai, blood clot ka dar hai.",Vascular Surgeon,Original
"Chalte waqt pairon mein dard hota hai, thodi der rukne se aaram milta hai.",Vascular Surgeon,Original
"Ek pair doosre se zyada thanda rehta hai, colour bhi halka nila lagta hai.",Vascular Surgeon,Original
"Pairo ki nasein neeli aur ubhri hui dikhti hain, dekhne mein bhi ajeeb lagti hain.",Vascular Surgeon,Original
Ghaav pair mein hai jo bahut dino se bhar hi nahi raha.,Vascular Surgeon,Original
"Chalne mein bahut takleef hoti hai, doctor ne blood flow check karne bola.",Vascular Surgeon,Original
"Diabetes hai aur pair ka ghaav thik nahi ho raha, kaala bhi pad raha hai jagah jagah.",Vascular Surgeon,Original
"Gardan ki artery mein blockage bataya doctor ne, operation ki baat kar rahe hain.",Vascular Surgeon,Original
Varicose veins ki wajah se pairo mein bhaari-pan aur dard rehta hai poora din.,Vascular Surgeon,Original
vascular surgeon ko dikhana hai,Vascular Surgeon,Specialist Term
varicose veins ka doctor,Vascular Surgeon,Specialist Term
blood vessel specialist se milna hai,Vascular Surgeon,Specialist Term
varicose veins specialist chahiye,Vascular Surgeon,Specialist Term
nason ka phoolna,Vascular Surgeon,Keyword Phrase
varicose veins,Vascular Surgeon,Keyword Phrase
pairo ki naso mein dard,Vascular Surgeon,Keyword Phrase
blood clot pair mein,Vascular Surgeon,Keyword Phrase
"Doctor ne bataya heart ki ek valve kharab hai, operation ki baat kar rahe hain.",Cardiothoracic Surgeon,Original
"Bypass surgery karwani hai, angiography mein blockage nikla hai.",Cardiothoracic Surgeon,Original
Heart operation ke baad recovery ke baare mein baat karni hai.,Cardiothoracic Surgeon,Original
"Bache ko janam se dil mein ched hai, surgery karni padegi bola hai.",Cardiothoracic Surgeon,Original
"Angioplasty se theek nahi hua, ab open heart surgery bata rahe hain.",Cardiothoracic Surgeon,Original
"Lungs mein tumor hai jo operation se nikalna padega, chest surgeon chahiye.",Cardiothoracic Surgeon,Original
"Heart transplant ke baare mein jaankari chahiye, doctor ne refer kiya hai.",Cardiothoracic Surgeon,Original
"Chest ke andar fluid bhar gaya hai bola hai, operation se nikalna padega.",Cardiothoracic Surgeon,Original
"Heart ki teeno arteries mein blockage hai, bypass ki taiyari karni hai.",Cardiothoracic Surgeon,Original
heart surgeon se milna hai,Cardiothoracic Surgeon,Specialist Term
cardiothoracic surgeon ko dikhana hai,Cardiothoracic Surgeon,Specialist Term
chest aur heart surgery specialist chahiye,Cardiothoracic Surgeon,Specialist Term
bypass surgery specialist chahiye,Cardiothoracic Surgeon,Specialist Term
heart surgery,Cardiothoracic Surgeon,Keyword Phrase
bypass surgery,Cardiothoracic Surgeon,Keyword Phrase
valve replace,Cardiothoracic Surgeon,Keyword Phrase
heart operation,Cardiothoracic Surgeon,Keyword Phrase
congenital heart defect,Cardiothoracic Surgeon,Keyword Phrase
chest surgery lungs,Cardiothoracic Surgeon,Keyword Phrase
"Scan mein brain mein ek growth dikha hai, operation ki zaroorat bata rahe hain.",Neurosurgeon,Original
"Sar mein bahut gehri chot lagi thi accident mein, behosh bhi ho gaye the.",Neurosurgeon,Original
"Spine mein disc slip ho gayi hai, doctor operation ki salah de rahe hain.",Neurosurgeon,Original
"Dimaag ki nas phatne jaisa laga tha achanak, turant hospital le gaye the.",Neurosurgeon,Original
"Kamar ke dard ke saath pair mein bhi kamzori aa gayi hai, disc ka issue lagta hai.",Neurosurgeon,Original
"Sar mein paani bhar gaya hai bola hai doctor ne, operation karna padega.",Neurosurgeon,Original
"Epilepsy control nahi ho raha dawaiyon se, surgery ka option poochna hai.",Neurosurgeon,Original
"Gardan ke pas ki spine mein pinch hui nas hai, haath mein weakness aa gayi hai.",Neurosurgeon,Original
"Accident mein sar mein blood clot ban gaya hai, turant operation bata rahe hain.",Neurosurgeon,Original
neurosurgeon ko dikhana hai,Neurosurgeon,Specialist Term
brain surgery specialist chahiye,Neurosurgeon,Specialist Term
spine surgery specialist se milna hai,Neurosurgeon,Specialist Term
brain tumor specialist chahiye,Neurosurgeon,Specialist Term
brain tumor,Neurosurgeon,Keyword Phrase
sar mein gehri chot,Neurosurgeon,Keyword Phrase
spine operation,Neurosurgeon,Keyword Phrase
dimaag ki surgery,Neurosurgeon,Keyword Phrase
"Jalne ke bahut gehre nishan reh gaye hain, unhe theek karwana hai.",Plastic Surgeon,Original
"Accident ke baad chehre par scar reh gaya hai, surgery se theek ho sakta hai kya.",Plastic Surgeon,Original
Cosmetic surgery ke baare mein consultation chahiye.,Plastic Surgeon,Original
Skin graft karwana hai jalne wali jagah par.,Plastic Surgeon,Original
"Kaan ka shape thoda alag hai janam se, surgery se theek ho sakta hai kya.",Plastic Surgeon,Original
Mastectomy ke baad reconstruction ke baare mein baat karni hai.,Plastic Surgeon,Original
"Haath ki ungli kat gayi thi accident mein, usse theek karwana hai.",Plastic Surgeon,Original
"Nose ka shape thoda change karwana hai, cosmetic reasons se.",Plastic Surgeon,Original
"Dog bite ke baad chehre par gehra ghaav hai, plastic surgery se theek hoga kya.",Plastic Surgeon,Original
"Weight loss surgery ke baad skin loose ho gayi hai, tighten karwani hai.",Plastic Surgeon,Original
plastic surgeon ko dikhana hai,Plastic Surgeon,Specialist Term
cosmetic surgery specialist chahiye,Plastic Surgeon,Specialist Term
reconstruction surgery ke baare mein baat karni hai,Plastic Surgeon,Specialist Term
skin graft specialist chahiye,Plastic Surgeon,Specialist Term
jalne ke nishan,Plastic Surgeon,Keyword Phrase
cosmetic surgery,Plastic Surgeon,Keyword Phrase
chehre ki surgery,Plastic Surgeon,Keyword Phrase
scar hatana,Plastic Surgeon,Keyword Phrase
"Daant mein bahut dard hai kai dino se, thanda garam lagta hai turant.",Dentist,Original
Masudo se khoon aata hai brush karte waqt.,Dentist,Original
Ek daant hilne laga hai bina kisi chot ke.,Dentist,Original
Muh mein baar baar ulcer ho jata hai jo jaldi theek nahi hota.,Dentist,Original
Back wala daant nikal raha hai aur bahut dard ho raha hai.,Dentist,Original
"Daanto mein cavity ho gayi lagti hai, khane mein fasta hai kuch.",Dentist,Original
"Muh se badbu aati hai hamesha, brush karne ke baad bhi.",Dentist,Original
dentist ko dikhana hai,Dentist,Specialist Term
daanto ka doctor chahiye,Dentist,Specialist Term
dant chikitsak se milna hai,Dentist,Specialist Term
daant mein dard,Dentist,Keyword Phrase
muh mein ulcer,Dentist,Keyword Phrase
masudo se khoon,Dentist,Keyword Phrase
daant hilna,Dentist,Keyword Phrase
cavity,Dentist,Keyword Phrase
Mere kutte ko do din se bukhar hai aur khana bhi nahi kha raha.,Veterinarian,Original
Billi ne achanak khana peena chhod diya hai.,Veterinarian,Original
"Pet ko ulti ho rahi hai baar baar, chal bhi nahi pa raha thik se.",Veterinarian,Original
"Gaay bimaar lag rahi hai, khada nahi ho pa rahi.",Veterinarian,Original
veterinarian ko dikhana hai,Veterinarian,Specialist Term
pashu chikitsak chahiye,Veterinarian,Specialist Term
animal doctor se milna hai,Veterinarian,Specialist Term
kutte ko bukhar,Veterinarian,Keyword Phrase
billi ne khana chhod diya,Veterinarian,Keyword Phrase
pet ko ulti,Veterinarian,Keyword Phrase
animal ko chot,Veterinarian,Keyword Phrase
Baaye haath mein ajeeb sa dard hota hai kabhi kabhi,Cardiologist (Heart),Original
Cardiac doctor,Cardiologist (Heart),Specialist Term
"Chalte waqt pairon mein dard hota hai, rukne se aaram milta hai",Cardiologist (Heart),Original
"Chalte waqt seene mein dabaav sa mehsoos hota hai, rukne se theek ho jata hai",Cardiologist (Heart),Original
chest mai dard ho raha hai,Cardiologist (Heart),Original
Chest me heavypan lagta hai ya achanak tez dard hota hai.,Cardiologist (Heart),Original
dil ghabra raha hai,Cardiologist (Heart),Original
Dil ka doctor,Cardiologist (Heart),Specialist Term
Dil ke doctor sahab,Cardiologist (Heart),Specialist Term
Dil ki bimari ka doctor,Cardiologist (Heart),Specialist Term
Dil ki dhadkan achanak se bahut tez ho jaati hai.,Cardiologist (Heart),Original
dil ki dhadkan tez hai,Cardiologist (Heart),Original
Dil ruk ruk ke dhadakta hai kabhi kabhi,Cardiologist (Heart),Original
Heart specialist,Cardiologist (Heart),Specialist Term
"Koi symptoms nahi dikhte, lekin cholesterol zyada hai reports mein.",Cardiologist (Heart),Original
Pairon mein soojan rehti hai shaam tak,Cardiologist (Heart),Original
saans phoolti hai,Cardiologist (Heart),Original
"Sar bhaari rehta hai aur gardan ke peeche dard hota hai, BP check karwana hai",Cardiologist (Heart),Original
Seedhi chadhte waqt seene mein bhaari-pan lagta hai,Cardiologist (Heart),Original
seene mai dard hai,Cardiologist (Heart),Original
Sote waqt achanak saans phoolne lagti hai,Cardiologist (Heart),Original
Thoda sa chalne par bhi saas phoolne lagti hai.,Cardiologist (Heart),Original
cavity ho gayi hai,Dentist,Original
daant dukh raha hai,Dentist,Original
Daant ka doctor,Dentist,Specialist Term
Daant ke neeche soojan hai aur pus jama ho gaya lagta hai,Dentist,Original
Daant tedhe-medhe lag rahe hain,Dentist,Original
Daant wale doctor,Dentist,Specialist Term
Daanton ka specialist,Dentist,Specialist Term
dant mai dard hai,Dentist,Original
dant tuta hua hai,Dentist,Original
Dental doctor,Dentist,Specialist Term
Jabde mein clicking ki awaaz aati hai,Dentist,Original
masudo se khoon aa raha hai,Dentist,Original
mooh mai chala hai,Dentist,Original
Munh se badbu aati hai hamesha,Dentist,Original
"Neend mein daant pisne ki aadat hai, subah jabda dukhta hai",Dentist,Original
Peeche wala daant nikal raha hai aur bahut dard ho raha hai,Dentist,Original
teeth mai bahut dard hai,Dentist,Original
Thande ya garam cheez khane se jhun-jhunahat hoti hai daant mein,Dentist,Original
Baal aur skin ka doctor,Dermatologist (Skin),Specialist Term
Bina kisi wajah ke bahut zyada pasina aata hai.,Dermatologist (Skin),Original
"Bohot zyada hair fall ho raha hai, baal patle ho rahe hain.",Dermatologist (Skin),Original
Chehre par bohot zyada pimples/acne ho gaye hain aur daag chhod rahe hain.,Dermatologist (Skin),Original
chehre pe daane nikal aaye hain,Dermatologist (Skin),Original
Dhoop mein jaate hi skin pe chakatte ho jaate hain,Dermatologist (Skin),Original
Ek hi jagah baar baar phunsi ho jaati hai,Dermatologist (Skin),Original
"Groin ya underarms mein laal, gol chakatte ho gaye hain jisme khujli hoti hai",Dermatologist (Skin),Original
khaarish ho rahi hai,Dermatologist (Skin),Original
Naakhoon peele ya mote ho gaye hain,Dermatologist (Skin),Original
rash ho gaya hai,Dermatologist (Skin),Original
"Skin bahut dry aur khujli wali ho gayi hai, chhilne lagti hai",Dermatologist (Skin),Original
Skin doctor,Dermatologist (Skin),Specialist Term
skin lal ho gayi hai,Dermatologist (Skin),Original
skin mai khujli ho rahi hai,Dermatologist (Skin),Original
Skin par achanak se rashes aur bohot khujli ho rahi hai.,Dermatologist (Skin),Original
Skin pe chhote chhote dane jaise ubhaar aa gaye hain,Dermatologist (Skin),Original
Skin pe safed daag phailte ja rahe hain,Dermatologist (Skin),Original
Skin pe safed parat jaisi jamm jaati hai aur khujli hoti hai,Dermatologist (Skin),Original
Skin specialist,Dermatologist (Skin),Specialist Term
Twacha ka doctor,Dermatologist (Skin),Specialist Term
white patches ho gaye hain skin pe,Dermatologist (Skin),Original
Baar baar pyaas lagti hai,Endocrinologist (Hormones/Diabetes),New Suggestion
Bina kisi diet ke achanak se weight bohot badh gaya hai ya ghat gaya hai.,Endocrinologist (Hormones/Diabetes),Original
Bina kuch kiye dil tez chalta hai aur weight kam ho raha hai,Endocrinologist (Hormones/Diabetes),Original
Bohot zyada pyaas lagti hai aur baar-baar urine aata hai.,Endocrinologist (Hormones/Diabetes),Original
Gale me sujan lagti hai aur har waqt thand ya garmi bohot lagti hai.,Endocrinologist (Hormones/Diabetes),Original
Halki chot mein bhi haddi tootne ka dar rehta hai,Endocrinologist (Hormones/Diabetes),Original
"Hamesha thaka hua aur udaas mehsoos hota hoon, constipation bhi hai.",Endocrinologist (Hormones/Diabetes),Original
Hormone ka doctor,Endocrinologist (Hormones/Diabetes),Specialist Term
Hormone specialist,Endocrinologist (Hormones/Diabetes),Specialist Term
Periods irregular hain aur chehre pe baal ugne lage hain,Endocrinologist (Hormones/Diabetes),Original
Sugar badh gaya hai,Endocrinologist (Hormones/Diabetes),New Suggestion
Sugar ka doctor,Endocrinologist (Hormones/Diabetes),Specialist Term
Thyroid ka doctor,Endocrinologist (Hormones/Diabetes),Specialist Term
Weight kam nahi ho raha aur periods bhi irregular ho gaye hain.,Endocrinologist (Hormones/Diabetes),Original
"Aankhon mein khujli aur paani aata hai, skin bhi dry lagti hai.",ENT Specialist,Original
"Chehre mein bhaari-pan aur sar dard hai, khaas kar jhukne par",ENT Specialist,Original
Chhikein bahut aa rahi hain,ENT Specialist,New Suggestion
Chhinkein aati hain aur naak khujli karti hai.,ENT Specialist,Original
Ek taraf se saans lena mushkil hota hai hamesha,ENT Specialist,Original
ENT doctor,ENT Specialist,Specialist Term
gala dukh raha hai,ENT Specialist,Original
