text,specialist,type
kaan se pani aa raha hai,ENT Specialist,Original
"Kaan se pilaapan ya pus jaisa discharge aa raha hai, dard bhi hai.",ENT Specialist,Variation of: Kaan mein dard hai aur pus nikal raha hai.
Kaan-naak-gala ka doctor,ENT Specialist,Specialist Term
Kan ke bahar laalpan hai aur bohot khujali hoti hai.,ENT Specialist,Spelling Variation of: Kaan ke bahar laalpan hai aur bahut khujli hoti hai.
Kan ke upar wale hisse mein khujali aur laal-pan hai.,ENT Specialist,Spelling Variation of: Kaan ke upar wale hisse mein khujli aur laal-pan hai.
kan mai darad hai,ENT Specialist,Spelling Variation of: kaan mai dard hai
Kan mein darad hai aur pus nikal raha hai.,ENT Specialist,Spelling Variation of: Kaan mein dard hai aur pus nikal raha hai.
kan mein darad ho raha hai,ENT Specialist,Spelling Variation of: kaan mein dard ho raha hai
Kan mein hamesha ghanti bajti rehti hai,ENT Specialist,Spelling Variation of: Kaan mein hamesha ghanti bajti rehti hai
kan se discharge ho raha hai,ENT Specialist,Spelling Variation of: kaan se discharge ho raha hai
kan se pani aa raha hai,ENT Specialist,Spelling Variation of: kaan se pani aa raha hai
"Kan se pilaapan ya pus jaisa discharge aa raha hai, darad bhi hai.",ENT Specialist,"Spelling Variation of: Kaan se pilaapan ya pus jaisa discharge aa raha hai, dard bhi hai."
Kan-naak-gaala ka docter,ENT Specialist,Spelling Variation of: Kaan-naak-gala ka doctor
khaansi bohot aa rahi hai,ENT Specialist,Spelling Variation of: khansi bahut aa rahi hai
"Khaansi kaafi din se ho rahi hai, jaati nahi",ENT Specialist,"Spelling Variation of: Khansi kaafi din se ho rahi hai, jaati nahi"
khaansi rukti nahi hai,ENT Specialist,Spelling Variation of: khansi rukti nahi hai
khansi bahut aa rahi hai,ENT Specialist,Original
"Khansi kaafi din se ho rahi hai, jaati nahi",ENT Specialist,New Suggestion
khansi rukti nahi hai,ENT Specialist,Variation of: khansi bahut aa rahi hai
KNG docter,ENT Specialist,Spelling Variation of: KNG doctor
KNG doctor,ENT Specialist,Specialist Term
naak band ho gayi hai,ENT Specialist,Variation of: nose block hai
Naak kaan gala specialist,ENT Specialist,Spelling Variation of: Naak-kaan-gala specialist
Naak se khoon aata hai kabhi kabhi,ENT Specialist,Original
Naak se khun aata hai kabhi kabhi,ENT Specialist,Spelling Variation of: Naak se khoon aata hai kabhi kabhi
Naak se paani beh raha hai,ENT Specialist,New Suggestion
Naak-kaan-gala specialist,ENT Specialist,Specialist Term
Naak-kan-gaala specialist,ENT Specialist,Spelling Variation of: Naak-kaan-gala specialist
Neend mein loud snoring hoti hai,ENT Specialist,Variation of: Sote waqt bahut zor se kharate aate hain
nose block hai,ENT Specialist,Original
Occasionally nosebleed ho jata hai,ENT Specialist,Variation of: Naak se khoon aata hai kabhi kabhi
Sote waqt bahut zor se kharate aate hain,ENT Specialist,Original
Sote waqt bohot zor se kharate aate hain,ENT Specialist,Spelling Variation of: Sote waqt bahut zor se kharate aate hain
sunayi kam de raha hai,ENT Specialist,Original
sunne mein dikkat hoti hai,ENT Specialist,Variation of: sunayi kam de raha hai
Throat mein hamesha kuch stuck jaisa lagta hai,ENT Specialist,Variation of: Gale mein kuch atka hua mehsoos hota hai hamesha
Throat mein swelling hai aur swallowing ke time bahut pain hota hai,ENT Specialist,Variation of: Gale mein soojan hai aur nigalte waqt bahut dard hota hai
Gaala khich-khich karta hai aur nigalte waqt takleef hoti hai.,ENT Specialist,Spelling Variation of: Gala khich-khich karta hai aur nigalte waqt takleef hoti hai.
Gala khich-khich karta hai aur nigalte waqt takleef hoti hai.,ENT Specialist,Variation of: Gale me kharash hai aur kuch bhi swallow karne me dard hota hai.
Gale me kharash hai aur kuch bhi swallow karne me darad hota hai.,ENT Specialist,Spelling Variation of: Gale me kharash hai aur kuch bhi swallow karne me dard hota hai.
Gale me kharash hai aur kuch bhi swallow karne me dard hota hai.,ENT Specialist,Original
Kaan me constant dard hai ya sunai kam de raha hai.,ENT Specialist,Original
Kaan me dard bana rehta hai aur sunne me thodi dikkat hoti hai.,ENT Specialist,Variation of: Kaan me constant dard hai ya sunai kam de raha hai.
Kan me constant darad hai ya sunai kam de raha hai.,ENT Specialist,Spelling Variation of: Kaan me constant dard hai ya sunai kam de raha hai.
Kan me darad bana rehta hai aur sunne me thodi dikkat hoti hai.,ENT Specialist,Spelling Variation of: Kaan me dard bana rehta hai aur sunne me thodi dikkat hoti hai.
Morning me uthte hi naak band ho jaati hai aur chheenkein lagi rehti hain.,ENT Specialist,Variation of: Subah uthte hi lagatar chinke aati hain aur naak band rehti hai.
Subah uthte hi lagatar chinke aati hain aur naak band rehti hai.,ENT Specialist,Original
Kaan me tez dard hai aur naak lagatar band rehti hai.,ENT Specialist,Original
Gale me kharash hai aur kuch bhi nigalne (swallow) me bohot dard hota hai.,ENT Specialist,Original
Baccha naak ki jagah muh khol kar saans leta hai aur sote waqt zor se kharrate (snoring) leta hai.,ENT Specialist,Original
"Lagaatar chheenk aati hai, naak behti hai aur gale ki aawaz bilkul baith gayi hai.",ENT Specialist,Original
Dadaji ko shor me theek se sunayi nahi deta aur kaan me hamesha seeti bajne jaisi aawaz aati hai.,ENT Specialist,Original
Kaan-naak-gale wale doctor.,ENT Specialist,Original
ENT wale.,ENT Specialist,Original
Naak-kaan ke specialist.,ENT Specialist,Original
"Accident ho gaya hai, bahut khoon beh raha hai turant madad chahiye.",Emergency Medicine Specialist,Original
"Accident ho gaya hai, bohot khoon beh raha hai turant madad chahiye.",Emergency Medicine Specialist,"Spelling Variation of: Accident ho gaya hai, bahut khoon beh raha hai turant madad chahiye."
"Accident ho gaya hai, bahot khoon beh raha hai turant madad chahiye.",Emergency Medicine Specialist,"Spelling Variation of: Accident ho gaya hai, bahut khoon beh raha hai turant madad chahiye."
"Accident ho gaya hai, kaafi khoon beh raha hai turant madad chahiye.",Emergency Medicine Specialist,"Variation of: Accident ho gaya hai, bahut khoon beh raha hai turant madad chahiye."
"Ghar mein koi achanak behosh ho gaya hai, saans bhi theek se nahi le pa raha.",Emergency Medicine Specialist,Original
"Ghar mein koi achanak behosh ho gaya hai, saans bhi theek se nahin le pa raha.",Emergency Medicine Specialist,"Spelling Variation of: Ghar mein koi achanak behosh ho gaya hai, saans bhi theek se nahi le pa raha."
"Ghar mein koi achanak behosh ho gaya hai, saans bhi theek se nhi le pa raha.",Emergency Medicine Specialist,"Spelling Variation of: Ghar mein koi achanak behosh ho gaya hai, saans bhi theek se nahi le pa raha."
"Bachhe ne galti se kuch dawai kha li hai, turant dikhana hai.",Emergency Medicine Specialist,Original
"Bachhe ne galti se kuch dawai kha li hai, turant consult karna hai.",Emergency Medicine Specialist,"Variation of: Bachhe ne galti se kuch dawai kha li hai, turant dikhana hai."
"Seene mein achanak bahut tez dard hua hai abhi, ambulance chahiye.",Emergency Medicine Specialist,Original
"Seene mein achanak bahut tez darad hua hai abhi, ambulance chahiye.",Emergency Medicine Specialist,"Spelling Variation of: Seene mein achanak bahut tez dard hua hai abhi, ambulance chahiye."
"Seene mein achanak bohot tez dard hua hai abhi, ambulance chahiye.",Emergency Medicine Specialist,"Spelling Variation of: Seene mein achanak bahut tez dard hua hai abhi, ambulance chahiye."
"Seene mein achanak bahut tez takleef hua hai abhi, ambulance chahiye.",Emergency Medicine Specialist,"Variation of: Seene mein achanak bahut tez dard hua hai abhi, ambulance chahiye."
"Seedhi se girne ke baad hil nahi pa raha, turant hospital jaana hai.",Emergency Medicine Specialist,Original
"Seedhi se girne ke baad hil nahin pa raha, turant hospital jaana hai.",Emergency Medicine Specialist,"Spelling Variation of: Seedhi se girne ke baad hil nahi pa raha, turant hospital jaana hai."
"Seedhi se girne ke baad hil nhi pa raha, turant hospital jaana hai.",Emergency Medicine Specialist,"Spelling Variation of: Seedhi se girne ke baad hil nahi pa raha, turant hospital jaana hai."
Jalne ki wajah se skin poori tarah se badly burn ho gayi hai.,Emergency Medicine Specialist,Original
"Saans achanak ruk si gayi thi, neela pad gaya tha chehra.",Emergency Medicine Specialist,Original
"Snake ne kaat liya hai, turant hospital pahunchna hai.",Emergency Medicine Specialist,Original
High fever ke saath bachhe ko seizure aa gaya achanak.,Emergency Medicine Specialist,Original
"Kisi ne galti se poison pi liya hai, turant hospital chahiye.",Emergency Medicine Specialist,Original
"Kisi ne galti se poison pi liya hai, turant hospital chaiye.",Emergency Medicine Specialist,"Spelling Variation of: Kisi ne galti se poison pi liya hai, turant hospital chahiye."
"Kisi ne galti se poison pi liya hai, turant hospital chahye.",Emergency Medicine Specialist,"Spelling Variation of: Kisi ne galti se poison pi liya hai, turant hospital chahiye."
"Kisi ne galti se poison pi liya hai, turant hospital zaroorat hai.",Emergency Medicine Specialist,"Variation of: Kisi ne galti se poison pi liya hai, turant hospital chahiye."
"Gaadi ka accident hua hai, kai log ghayal hain, turant madad chahiye.",Emergency Medicine Specialist,Original
"Gaadi ka accident hua hai, kai log ghayal hain, turant madad chaiye.",Emergency Medicine Specialist,"Spelling Variation of: Gaadi ka accident hua hai, kai log ghayal hain, turant madad chahiye."
"Gaadi ka accident hua hai, kai log ghayal hain, turant madad chahye.",Emergency Medicine Specialist,"Spelling Variation of: Gaadi ka accident hua hai, kai log ghayal hain, turant madad chahiye."
"Gaadi ka accident hua hai, kai log ghayal hain, turant madad zaroorat hai.",Emergency Medicine Specialist,"Variation of: Gaadi ka accident hua hai, kai log ghayal hain, turant madad chahiye."
"Chhat se gir gaya bachha, sar se khoon beh raha hai turant.",Emergency Medicine Specialist,Original
"Chhat se gir gaya bachha, sar se khoon beh rha hai turant.",Emergency Medicine Specialist,"Spelling Variation of: Chhat se gir gaya bachha, sar se khoon beh raha hai turant."
"Chhat se gir gaya bachha, head se khoon beh raha hai turant.",Emergency Medicine Specialist,"Variation of: Chhat se gir gaya bachha, sar se khoon beh raha hai turant."
Achanak chest jakad gaya aur saans bilkul nahi le pa rahe the.,Emergency Medicine Specialist,Original
Achanak chest jakad gaya aur saans bilkul nahin le pa rahe the.,Emergency Medicine Specialist,Spelling Variation of: Achanak chest jakad gaya aur saans bilkul nahi le pa rahe the.
Achanak chest jakad gaya aur saans bilkul nhi le pa rahe the.,Emergency Medicine Specialist,Spelling Variation of: Achanak chest jakad gaya aur saans bilkul nahi le pa rahe the.
"Bahut zyada allergic reaction ho gaya khane se, gala sujj raha hai turant.",Emergency Medicine Specialist,Original
"bohot zyada allergic reaction ho gaya khane se, gala sujj raha hai turant.",Emergency Medicine Specialist,"Spelling Variation of: Bahut zyada allergic reaction ho gaya khane se, gala sujj raha hai turant."
"bahot zyada allergic reaction ho gaya khane se, gala sujj raha hai turant.",Emergency Medicine Specialist,"Spelling Variation of: Bahut zyada allergic reaction ho gaya khane se, gala sujj raha hai turant."
"kaafi zyada allergic reaction ho gaya khane se, gala sujj raha hai turant.",Emergency Medicine Specialist,"Variation of: Bahut zyada allergic reaction ho gaya khane se, gala sujj raha hai turant."
"Deep cut lag gaya hai kitchen mein, khoon rukk nahi raha, turant dikhana hai.",Emergency Medicine Specialist,Original
"Deep cut lag gaya hai kitchen mein, khoon rukk nahin raha, turant dikhana hai.",Emergency Medicine Specialist,"Spelling Variation of: Deep cut lag gaya hai kitchen mein, khoon rukk nahi raha, turant dikhana hai."
"Deep cut lag gaya hai kitchen mein, khoon rukk nhi raha, turant dikhana hai.",Emergency Medicine Specialist,"Spelling Variation of: Deep cut lag gaya hai kitchen mein, khoon rukk nahi raha, turant dikhana hai."
"Deep cut lag gaya hai kitchen mein, khoon rukk nahi raha, turant consult karna hai.",Emergency Medicine Specialist,"Variation of: Deep cut lag gaya hai kitchen mein, khoon rukk nahi raha, turant dikhana hai."
"Bijli ka jhatka laga hai kisi ko, behosh pade hain abhi.",Emergency Medicine Specialist,Original
Kisi ki heat stroke se tabiyat achanak bigad gayi hai bahar dhoop mein.,Emergency Medicine Specialist,Original
Kisi ki heat stroke se tabiyat achanak bigad gayi hai bahar dhoop me.,Emergency Medicine Specialist,Spelling Variation of: Kisi ki heat stroke se tabiyat achanak bigad gayi hai bahar dhoop mein.
emergency mein turant dikhana hai,Emergency Medicine Specialist,Specialist Term
emergency me turant dikhana hai,Emergency Medicine Specialist,Spelling Variation of: emergency mein turant dikhana hai
casualty le jaana hai,Emergency Medicine Specialist,Specialist Term
turant doctor chahiye abhi,Emergency Medicine Specialist,Specialist Term
turant daktar chahiye abhi,Emergency Medicine Specialist,Spelling Variation of: turant doctor chahiye abhi
turant docter chahiye abhi,Emergency Medicine Specialist,Spelling Variation of: turant doctor chahiye abhi
ambulance bulani hai turant,Emergency Medicine Specialist,Specialist Term
24x7 emergency ward jaana hai,Emergency Medicine Specialist,Specialist Term
accident ho gaya,Emergency Medicine Specialist,Keyword Phrase
bahut khoon beh raha hai,Emergency Medicine Specialist,Keyword Phrase
bohot khoon beh raha hai,Emergency Medicine Specialist,Spelling Variation of: bahut khoon beh raha hai
bahot khoon beh raha hai,Emergency Medicine Specialist,Spelling Variation of: bahut khoon beh raha hai
behosh ho gaye,Emergency Medicine Specialist,Keyword Phrase
emergency hai,Emergency Medicine Specialist,Keyword Phrase
zeher kha liya,Emergency Medicine Specialist,Keyword Phrase
"Achanak se inka accident ho gaya hai aur bohot khoon beh raha hai, turant dekhiye.",Emergency Medicine Specialist,Original
"Inhe achanak se chest pain aur pasina aa raha hai, ER me le jana padega.",Emergency Medicine Specialist,Original
"Inka bike se accident ho gaya hai aur sir se bohot khoon nikal raha hai, turant ER chalo.",Emergency Medicine Specialist,Original
"Inka bike se accident ho gya hai aur sar se bohot blood nikal raha hai, turant ER chalo.",Emergency Medicine Specialist,"Spelling Variation of: Inka bike se accident ho gaya hai aur sir se bohot khoon nikal raha hai, turant ER chalo."
"Raste me car accident hua hai aur patient behosh hai, jaldi emergency me dekhiye.",Emergency Medicine Specialist,"Variation of: Inka bike se accident ho gaya hai aur sir se bohot khoon nikal raha hai, turant ER chalo."
Bacche ko tez bukhar ke sath jhatke (seizures) aa rahe hain aur kutton jaisi khansi (croup) hai.,Emergency Medicine Specialist,Original
"Bike se girne ke baad pair me deep cut laga hai, khoon nahi ruk raha aur behoshi chha rahi hai.",Emergency Medicine Specialist,Original
Dadaji kal bathroom me gir gaye the aur uske baad se unko lagatar ulti aur chakkar aa rahe hain.,Emergency Medicine Specialist,Original
Emergency wale doctor.,Emergency Medicine Specialist,Original
Casualty wale doctor.,Emergency Medicine Specialist,Original
Ward wale doctor.,Emergency Medicine Specialist,Original
"Sugar level check karvaya to bahut high aaya, pehle kabhi nahi tha.",Endocrinologist (Hormones/Diabetes),Original
"Sugar level check karvaya to bohot high aaya, pehle kabhi nahi tha.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Sugar level check karvaya to bahut high aaya, pehle kabhi nahi tha."
"Sugar level check karvaya to bahot high aaya, pehle kabhi nahi tha.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Sugar level check karvaya to bahut high aaya, pehle kabhi nahi tha."
"Sugar level check karvaya to kaafi high aaya, pehle kabhi nahi tha.",Endocrinologist (Hormones/Diabetes),"Variation of: Sugar level check karvaya to bahut high aaya, pehle kabhi nahi tha."
Baar baar pyaas lagti hai aur baar baar washroom bhi jaana padta hai.,Endocrinologist (Hormones/Diabetes),Original
Bina kuch kiye weight bahut badh gaya hai pichle kuch mahino mein.,Endocrinologist (Hormones/Diabetes),Original
Bina kuch kiye weight bohot badh gaya hai pichle kuch mahino mein.,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Bina kuch kiye weight bahut badh gaya hai pichle kuch mahino mein.
Bina kuch kiye weight bahot badh gaya hai pichle kuch mahino mein.,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Bina kuch kiye weight bahut badh gaya hai pichle kuch mahino mein.
Bina kuch kiye weight kaafi badh gaya hai pichle kuch mahino mein.,Endocrinologist (Hormones/Diabetes),Variation of: Bina kuch kiye weight bahut badh gaya hai pichle kuch mahino mein.
"Thyroid ki problem hai shayad, gale mein sujan bhi lagti hai halki.",Endocrinologist (Hormones/Diabetes),Original
"Thyroid ki problem hai shayad, gale me sujan bhi lagti hai halki.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Thyroid ki problem hai shayad, gale mein sujan bhi lagti hai halki."
"Thyroid ki problem hai shayad, gale mein soojan bhi lagti hai halki.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Thyroid ki problem hai shayad, gale mein sujan bhi lagti hai halki."
"Bahut thakaan rehti hai aur mood bhi low rehta hai, periods bhi irregular hain.",Endocrinologist (Hormones/Diabetes),Original
"bohot thakaan rehti hai aur mood bhi low rehta hai, periods bhi irregular hain.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Bahut thakaan rehti hai aur mood bhi low rehta hai, periods bhi irregular hain."
"bahot thakaan rehti hai aur mood bhi low rehta hai, periods bhi irregular hain.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Bahut thakaan rehti hai aur mood bhi low rehta hai, periods bhi irregular hain."
"kaafi thakaan rehti hai aur mood bhi low rehta hai, periods bhi irregular hain.",Endocrinologist (Hormones/Diabetes),"Variation of: Bahut thakaan rehti hai aur mood bhi low rehta hai, periods bhi irregular hain."
"Haath pair mein jhanjhanahat rehti hai, doctor ne sugar check karne bola.",Endocrinologist (Hormones/Diabetes),Original
"Haath pair mein jhanjhanahat rehti hai, daktar ne sugar check karne bola.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Haath pair mein jhanjhanahat rehti hai, doctor ne sugar check karne bola."
"Haath pair mein jhanjhanahat rehti hai, docter ne sugar check karne bola.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Haath pair mein jhanjhanahat rehti hai, doctor ne sugar check karne bola."
"hand pair mein jhanjhanahat rehti hai, doctor ne sugar check karne bola.",Endocrinologist (Hormones/Diabetes),"Variation of: Haath pair mein jhanjhanahat rehti hai, doctor ne sugar check karne bola."
"Achanak bahut zyada bhookh lagne lagi hai, weight kam ho raha hai phir bhi.",Endocrinologist (Hormones/Diabetes),Original
"Achanak bohot zyada bhookh lagne lagi hai, weight kam ho raha hai phir bhi.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Achanak bahut zyada bhookh lagne lagi hai, weight kam ho raha hai phir bhi."
"Achanak bahot zyada bhookh lagne lagi hai, weight kam ho raha hai phir bhi.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Achanak bahut zyada bhookh lagne lagi hai, weight kam ho raha hai phir bhi."
"Achanak kaafi zyada bhookh lagne lagi hai, weight kam ho raha hai phir bhi.",Endocrinologist (Hormones/Diabetes),"Variation of: Achanak bahut zyada bhookh lagne lagi hai, weight kam ho raha hai phir bhi."
"Family mein diabetes hai, mujhe bhi apna sugar check karana hai.",Endocrinologist (Hormones/Diabetes),Original
"Family me diabetes hai, mujhe bhi apna sugar check karana hai.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Family mein diabetes hai, mujhe bhi apna sugar check karana hai."
"Weight loss ke saath saath dil bhi tez dhadakta hai, garmi bhi zyada lagti hai.",Endocrinologist (Hormones/Diabetes),Original
"Weight loss ke saath saath dil bhi tez dhadakta hai, garmi bhi jyada lagti hai.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Weight loss ke saath saath dil bhi tez dhadakta hai, garmi bhi zyada lagti hai."
"Weight loss ke saath saath dil bhi tez dhadakta hai, garmi bhi jyaada lagti hai.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Weight loss ke saath saath dil bhi tez dhadakta hai, garmi bhi zyada lagti hai."
hormone specialist chahiye,Endocrinologist (Hormones/Diabetes),Specialist Term
hormone specialist chaiye,Endocrinologist (Hormones/Diabetes),Spelling Variation of: hormone specialist chahiye
hormone specialist chahye,Endocrinologist (Hormones/Diabetes),Spelling Variation of: hormone specialist chahiye
sugar ka doctor dikhana hai,Endocrinologist (Hormones/Diabetes),Specialist Term
sugar ka daktar dikhana hai,Endocrinologist (Hormones/Diabetes),Spelling Variation of: sugar ka doctor dikhana hai
sugar ka docter dikhana hai,Endocrinologist (Hormones/Diabetes),Spelling Variation of: sugar ka doctor dikhana hai
diabetes specialist se milna hai,Endocrinologist (Hormones/Diabetes),Specialist Term
thyroid doctor chahiye,Endocrinologist (Hormones/Diabetes),Specialist Term
thyroid daktar chahiye,Endocrinologist (Hormones/Diabetes),Spelling Variation of: thyroid doctor chahiye
thyroid docter chahiye,Endocrinologist (Hormones/Diabetes),Spelling Variation of: thyroid doctor chahiye
sugar high,Endocrinologist (Hormones/Diabetes),Keyword Phrase
diabetes,Endocrinologist (Hormones/Diabetes),Keyword Phrase
thyroid,Endocrinologist (Hormones/Diabetes),Keyword Phrase
weight badhna ghatna,Endocrinologist (Hormones/Diabetes),Keyword Phrase
hormone imbalance,Endocrinologist (Hormones/Diabetes),Keyword Phrase
baar baar pyaas lagna,Endocrinologist (Hormones/Diabetes),Keyword Phrase
Baar baar pyaas lagti hai,Endocrinologist (Hormones/Diabetes),New Suggestion
"Bahut thakaan lagti hai, mood bhi low rehta hai aur pet saaf nahi hota.",Endocrinologist (Hormones/Diabetes),"Variation of: Hamesha thaka hua aur udaas mehsoos hota hoon, constipation bhi hai."
Bina kisi diet ke achanak se weight bohot badh gaya hai ya ghat gaya hai.,Endocrinologist (Hormones/Diabetes),Original
Bina kuch kiye dil tez chalta hai aur weight kam ho raha hai,Endocrinologist (Hormones/Diabetes),Original
Bina kuchh kiye dil tez chalta hai aur weight kam ho raha hai,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Bina kuch kiye dil tez chalta hai aur weight kam ho raha hai
Bohot jyada pyaas lagti hai aur baar-baar urine aata hai.,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Bohot zyada pyaas lagti hai aur baar-baar urine aata hai.
"Bohot thakan lagti hai, mood bhi low rehta hai aur pait saaf nahi hota.",Endocrinologist (Hormones/Diabetes),"Spelling Variation of: Bahut thakaan lagti hai, mood bhi low rehta hai aur pet saaf nahi hota."
Bohot zyada pyaas lagti hai aur baar-baar urine aata hai.,Endocrinologist (Hormones/Diabetes),Original
Gale me sujan lagti hai aur har waqt thand ya garmi bohot lagti hai.,Endocrinologist (Hormones/Diabetes),Original
Halki chot mein bhi haddi tootne ka dar rehta hai,Endocrinologist (Hormones/Diabetes),Original
Halki chot mein bhi haddi tutne ka dar rehta hai,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Halki chot mein bhi haddi tootne ka dar rehta hai
"Hamesha thaka hua aur udaas mehsoos hota hoon, constipation bhi hai.",Endocrinologist (Hormones/Diabetes),Original
Harmon ka doctor,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Hormone ka doctor
Hormone ka docter,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Hormone ka doctor
Hormone ka doctor,Endocrinologist (Hormones/Diabetes),Specialist Term
Hormone specialist,Endocrinologist (Hormones/Diabetes),Specialist Term
Hormones ka specialist,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Hormone specialist
Khaan-paan wahi hai phir bhi weight achanak se ghat-badh gaya hai.,Endocrinologist (Hormones/Diabetes),Variation of: Bina kisi diet ke achanak se weight bohot badh gaya hai ya ghat gaya hai.
Minor injury mein bhi bone fracture hone ka risk rehta hai,Endocrinologist (Hormones/Diabetes),Variation of: Halki chot mein bhi haddi tootne ka dar rehta hai
Neck me swelling si lagti hai aur temperature tolerate nahi hota.,Endocrinologist (Hormones/Diabetes),Variation of: Gale me sujan lagti hai aur har waqt thand ya garmi bohot lagti hai.
Periods iregular hain aur chehre pe baal ugne lage hain,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Periods irregular hain aur chehre pe baal ugne lage hain
Periods irregular hain aur chehre pe baal ugne lage hain,Endocrinologist (Hormones/Diabetes),Original
Periods ka cycle set nahi hai aur face pe hair growth ho rahi hai,Endocrinologist (Hormones/Diabetes),Variation of: Periods irregular hain aur chehre pe baal ugne lage hain
Pyaas bujhti hi nahi aur baar-baar washroom jaana padta hai.,Endocrinologist (Hormones/Diabetes),Variation of: Bohot zyada pyaas lagti hai aur baar-baar urine aata hai.
Sugar badh gaya hai,Endocrinologist (Hormones/Diabetes),New Suggestion
Sugar ka daktar,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Sugar ka doctor
Sugar ka docter,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Sugar ka doctor
Sugar ka doctor,Endocrinologist (Hormones/Diabetes),Specialist Term
Thyroid ka daktar,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Thyroid ka doctor
Thyroid ka docter,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Thyroid ka doctor
Thyroid ka doctor,Endocrinologist (Hormones/Diabetes),Specialist Term
Weight kam nahi ho raha aur periods bhi irregular ho gaye hain.,Endocrinologist (Hormones/Diabetes),Original
Weight loss nahi ho pa raha aur periods ka cycle bigad gaya hai.,Endocrinologist (Hormones/Diabetes),Variation of: Weight kam nahi ho raha aur periods bhi irregular ho gaye hain.
Without doing anything heartbeat fast rehti hai aur weight loss ho raha hai,Endocrinologist (Hormones/Diabetes),Variation of: Bina kuch kiye dil tez chalta hai aur weight kam ho raha hai
Bina diet ke wazan badh raha hai aur gale me sujan lag rahi hai (Thyroid).,Endocrinologist (Hormones/Diabetes),Original
Pyaas bohot lagti hai aur baar-baar urine aane ki dikkat hai (Sugar).,Endocrinologist (Hormones/Diabetes),Original
Sugar ka level hamesha high rehta hai aur wazan achanak kam ho gaya hai.,Endocrinologist (Hormones/Diabetes),Original
Sugar ka level hamesha high rahta hai aur weight achanak kam ho gaya hai.,Endocrinologist (Hormones/Diabetes),Spelling Variation of: Sugar ka level hamesha high rehta hai aur wazan achanak kam ho gaya hai.
Bina kisi wajah ke wazan tezi se gir raha hai aur diabetes control me nahi hai.,Endocrinologist (Hormones/Diabetes),Variation of: Sugar ka level hamesha high rehta hai aur wazan achanak kam ho gaya hai.
Baki baccho ke hisaab se iski height nahi badh rahi aur usko baar-baar peshab aata hai.,Endocrinologist (Hormones/Diabetes),Original
"Garmi bilkul bardasht nahi hoti, hath kaanpte hain aur period aage-peeche ho gaye hain (Thyroid).",Endocrinologist (Hormones/Diabetes),Original
Umar ki wajah se haddi bohot kamzor ho gayi hai aur halke se girne par fracture ho jata hai (Osteoporosis).,Endocrinologist (Hormones/Diabetes),Original
Sugar wale doctor.,Endocrinologist (Hormones/Diabetes),Original
Cheeni ki bimari wale doctor.,Endocrinologist (Hormones/Diabetes),Original
Thyroid wale doctor.,Endocrinologist (Hormones/Diabetes),Original
Gallbladder mein stones hain aur doctor ne operation karne ko bola hai.,GI/Surgical Gastroenterologist,Original
Gallbladder mein stones hain aur daktar ne operation karne ko bola hai.,GI/Surgical Gastroenterologist,Spelling Variation of: Gallbladder mein stones hain aur doctor ne operation karne ko bola hai.
Gallbladder mein stones hain aur docter ne operation karne ko bola hai.,GI/Surgical Gastroenterologist,Spelling Variation of: Gallbladder mein stones hain aur doctor ne operation karne ko bola hai.
Pet mein ek gaanth hai jo operation se hi nikalni padegi bola hai.,GI/Surgical Gastroenterologist,Original
Pet me ek gaanth hai jo operation se hi nikalni padegi bola hai.,GI/Surgical Gastroenterologist,Spelling Variation of: Pet mein ek gaanth hai jo operation se hi nikalni padegi bola hai.
Pet mein ek ganth hai jo operation se hi nikalni padegi bola hai.,GI/Surgical Gastroenterologist,Spelling Variation of: Pet mein ek gaanth hai jo operation se hi nikalni padegi bola hai.
stomach mein ek gaanth hai jo operation se hi nikalni padegi bola hai.,GI/Surgical Gastroenterologist,Variation of: Pet mein ek gaanth hai jo operation se hi nikalni padegi bola hai.
"Piles bahut badh gaye hain, ab surgery ke alawa koi option nahi bacha.",GI/Surgical Gastroenterologist,Original
