text,specialist,type
nose block hai,ENT Specialist,Original
Occasionally nosebleed ho jata hai,ENT Specialist,Variation of: Naak se khoon aata hai kabhi kabhi
Sote waqt bahut zor se kharate aate hain,ENT Specialist,Original
Sote waqt bohot zor se kharate aate hain,ENT Specialist,Spelling Variation of: Sote waqt bahut zor se kharate aate hain
sunayi kam de raha hai,ENT Specialist,Original
sunne mein dikkat hoti hai,ENT Specialist,Variation of: sunayi kam de raha hai
Throat mein hamesha kuch stuck jaisa lagta hai,ENT Specialist,Variation of: Gale mein kuch atka hua mehsoos hota hai hamesha
Throat mein swelling hai aur swallowing ke time bahut pain hota hai,ENT Specialist,Variation of: Gale mein soojan hai aur nigalte waqt bahut dard hota hai
"Bahut din se halka bukhar hai, utar hi nahi raha.",General Physician,Original
"Body me bilkul energy nahi lagti, har waqt thakan rehti hai.",General Physician,Original
"Bohot din se halka bukhaar hai, utar hi nahi raha.",General Physician,"Spelling Variation of: Bahut din se halka bukhar hai, utar hi nahi raha."
Halka fever bana hua hai kayi dinon se.,General Physician,"Variation of: Bahut din se halka bukhar hai, utar hi nahi raha."
Mausam badalte hi cold aur cough ho jata hai.,General Physician,Original
Poore din kamzoori aur sustee mehsoos hoti hai.,General Physician,Spelling Variation of: Poore din kamzori aur sustee mehsoos hoti hai.
Poore din kamzori aur sustee mehsoos hoti hai.,General Physician,"Variation of: Body me bilkul energy nahi lagti, har waqt thakan rehti hai."
Season change hote hi zukam-khaansi shuru ho jaati hai.,General Physician,Spelling Variation of: Season change hote hi zukam-khansi shuru ho jaati hai.
Season change hote hi zukam-khansi shuru ho jaati hai.,General Physician,Variation of: Mausam badalte hi cold aur cough ho jata hai.
"Aankhein aur skin peeli lag rahi hai, urine ka rang bhi dark hai",Gastroenterologist,Original
"Aankhein aur skin pili lag rahi hai, urine ka rang bhi dark hai",Gastroenterologist,"Spelling Variation of: Aankhein aur skin peeli lag rahi hai, urine ka rang bhi dark hai"
acidity bahut ho rahi hai,Gastroenterologist,Original
acidity bohot ho rahi hai,Gastroenterologist,Spelling Variation of: acidity bahut ho rahi hai
badhazmi ho rahi hai,Gastroenterologist,Original
Chest mein jalan si mehsoos hoti hai khana khane ke baad.,Gastroenterologist,Variation of: Seene mein jalan hoti hai jise heartburn kehte hain.
Daast aur ulty dono ho rahe hain saath mein bukhaar bhi hai.,Gastroenterologist,Spelling Variation of: Dast aur ulti dono ho rahe hain saath mein bukhar bhi hai.
daast lag gaye hain,Gastroenterologist,Spelling Variation of: dast lag gaye hain
Dast aur ulti dono ho rahe hain saath mein bukhar bhi hai.,Gastroenterologist,Original
dast lag gaye hain,Gastroenterologist,Variation of: loose motion ho raha hai
Digestion ka doctor,Gastroenterologist,Spelling Variation of: Digestive specialist
Digestive specialist,Gastroenterologist,Specialist Term
Eating ke turant baad washroom ki urgency hoti hai,Gastroenterologist,Variation of: Khana khate hi turant washroom jaana padta hai
Empty stomach mein burning hoti hai jo eating ke baad kam ho jaati hai,Gastroenterologist,Variation of: Khaali pet mein jalan hoti hai jo khane se kam hoti hai
"Empty stomach mein pain zyada hota hai, eating ke baad kam ho jaata hai",Gastroenterologist,"Variation of: Khaali pet dard zyada hota hai, khane ke baad kam ho jata hai"
"Eyes aur skin mein yellowish tinge hai, urine ka colour bhi dark hai",Gastroenterologist,"Variation of: Aankhein aur skin peeli lag rahi hai, urine ka rang bhi dark hai"
gas ki problem hai,Gastroenterologist,Original
Kafi dino se constipation hai ya baar-baar loose motions ho rahe hain.,Gastroenterologist,Original
"Khaali pet dard zyada hota hai, khane ke baad kam ho jata hai",Gastroenterologist,Original
Khaali pet mein jalan hoti hai jo khane se kam hoti hai,Gastroenterologist,Original
Khaana khate hi turant khatta dakaar aur jalan hoti hai.,Gastroenterologist,Variation of: Khana khate hi severe acidity aur seene me jalan hoti hai.
"Khali pet darad zyada hota hai, khane ke baad kam ho jata hai",Gastroenterologist,"Spelling Variation of: Khaali pet dard zyada hota hai, khane ke baad kam ho jata hai"
Khali pet mein jalan hoti hai jo khane se kam hoti hai,Gastroenterologist,Spelling Variation of: Khaali pet mein jalan hoti hai jo khane se kam hoti hai
khana hazam nahi ho raha,Gastroenterologist,Variation of: khana nahi paach raha
Khana khate hi severe acidity aur seenay me jalan hoti hai.,Gastroenterologist,Spelling Variation of: Khana khate hi severe acidity aur seene me jalan hoti hai.
Khana khate hi severe acidity aur seene me jalan hoti hai.,Gastroenterologist,Original
Khana khate hi turant washroom jaana padta hai,Gastroenterologist,Original
Khana khate hi turant washroom jana padta hai,Gastroenterologist,Spelling Variation of: Khana khate hi turant washroom jaana padta hai
khana nahi paach raha,Gastroenterologist,Original
"Khana nigalne mein dikkat hoti hai, gale mein kuch atka lagta hai.",Gastroenterologist,Original
"Loose motion aur vomiting ho rahi hai, bukhaar bhi hai.",Gastroenterologist,"Spelling Variation of: Loose motion aur vomiting ho rahi hai, bukhar bhi hai."
"Loose motion aur vomiting ho rahi hai, bukhar bhi hai.",Gastroenterologist,Variation of: Dast aur ulti dono ho rahe hain saath mein bukhar bhi hai.
loose motion ho raha hai,Gastroenterologist,Original
Motion mein blood ya dark colour nazar aata hai,Gastroenterologist,Variation of: Stool mein khoon ya kaala rang dikhta hai
motion nahi ho raha,Gastroenterologist,Original
Pait baar baar kharab hota hai stress lene par,Gastroenterologist,Spelling Variation of: Pet baar baar kharab hota hai stress lene par
pait darad kar raha hai,Gastroenterologist,Spelling Variation of: pet dard kar raha hai
pait dukh raha hai,Gastroenterologist,Spelling Variation of: pet dukh raha hai
Pait dukh raha hai aur poore badan mein darad hai.,Gastroenterologist,Spelling Variation of: Pet dukh raha hai aur poore badan mein dard hai.
Pait ka docter,Gastroenterologist,Spelling Variation of: Pet ka doctor
pait mai darad hai,Gastroenterologist,Spelling Variation of: pet mai dard hai
Pait me har waqt bloating aur bhari-bhari lagta hai.,Gastroenterologist,Spelling Variation of: Pet me har waqt bloating aur bhari-bhari lagta hai.
pait mein bhaari lagta hai khane ke baad,Gastroenterologist,Spelling Variation of: pet mein bhaari lagta hai khane ke baad
pait mein bhaari-pan lag raha hai,Gastroenterologist,Spelling Variation of: pet mein bhaari-pan lag raha hai
Pait mein darad hai aur badan darad bhi ho raha hai.,Gastroenterologist,Spelling Variation of: Pet mein dard hai aur badan dard bhi ho raha hai.
pait mein gas bharta hai,Gastroenterologist,Spelling Variation of: pet mein gas bharta hai
Pait mein ghar-ghar ki awaaz aati hai,Gastroenterologist,Spelling Variation of: Pet mein ghar-ghar ki awaaz aati hai
pait mein takleef ho rahi hai,Gastroenterologist,Spelling Variation of: pet mein takleef ho rahi hai
pait phool gaya hai,Gastroenterologist,Spelling Variation of: pet phool gaya hai
"Pait phoola-phoola rehta hai, gas bharti rehti hai.",Gastroenterologist,"Spelling Variation of: Pet phoola-phoola rehta hai, gas bharti rehti hai."
pait saaf nahi ho raha,Gastroenterologist,Spelling Variation of: pet saaf nahi ho raha
"Pait saaf nahi hota theek se, ya daast baar-baar lag jaate hain.",Gastroenterologist,"Spelling Variation of: Pet saaf nahi hota theek se, ya dast baar-baar lag jaate hain."
Pait-aant ka docter,Gastroenterologist,Spelling Variation of: Pet-aant ka doctor
Pet aant ka doctor,Gastroenterologist,Spelling Variation of: Pet-aant ka doctor
Pet baar baar kharab hota hai stress lene par,Gastroenterologist,Original
pet dard kar raha hai,Gastroenterologist,Variation of: pet mai dard hai
pet dukh raha hai,Gastroenterologist,Original
Pet dukh raha hai aur poore badan mein dard hai.,Gastroenterologist,Variation of: Pet mein dard hai aur badan dard bhi ho raha hai.
Pet ka daktar,Gastroenterologist,Spelling Variation of: Pet ka doctor
Pet ka doctor,Gastroenterologist,Specialist Term
Pet ka specialist,Gastroenterologist,Spelling Variation of: Stomach specialist
pet mai dard hai,Gastroenterologist,Original
Pet me har waqt bloating aur bhari-bhari lagta hai.,Gastroenterologist,Original
pet mein bhaari lagta hai khane ke baad,Gastroenterologist,Variation of: badhazmi ho rahi hai
pet mein bhaari-pan lag raha hai,Gastroenterologist,Variation of: pet phool gaya hai
Pet mein dard hai aur badan dard bhi ho raha hai.,Gastroenterologist,Original
pet mein gas bharta hai,Gastroenterologist,Variation of: gas ki problem hai
Pet mein ghar-ghar ki awaaz aati hai,Gastroenterologist,Original
pet mein takleef ho rahi hai,Gastroenterologist,Variation of: pet dukh raha hai
pet phool gaya hai,Gastroenterologist,Original
"Pet phoola-phoola rehta hai, gas bharti rehti hai.",Gastroenterologist,Variation of: Pet me har waqt bloating aur bhari-bhari lagta hai.
pet saaf nahi ho raha,Gastroenterologist,Variation of: motion nahi ho raha
"Pet saaf nahi hota theek se, ya dast baar-baar lag jaate hain.",Gastroenterologist,Variation of: Kafi dino se constipation hai ya baar-baar loose motions ho rahe hain.
Pet-aant ka doctor,Gastroenterologist,Specialist Term
seenay mein jalan ho rahi hai (acidity),Gastroenterologist,Spelling Variation of: seene mein jalan ho rahi hai (acidity)
Seenay mein jalan hoti hai jise heartburn kehte hain.,Gastroenterologist,Spelling Variation of: Seene mein jalan hoti hai jise heartburn kehte hain.
seene mein jalan ho rahi hai (acidity),Gastroenterologist,Variation of: acidity bahut ho rahi hai
Seene mein jalan hoti hai jise heartburn kehte hain.,Gastroenterologist,Original
stomach bahut zor se dard kar raha hai,Gastroenterologist,Variation of: stomach mai bahut dard ho raha hai
stomach bohot zor se darad kar raha hai,Gastroenterologist,Spelling Variation of: stomach bahut zor se dard kar raha hai
stomach mai bahut dard ho raha hai,Gastroenterologist,Original
stomach mai bohot darad ho raha hai,Gastroenterologist,Spelling Variation of: stomach mai bahut dard ho raha hai
Stomach se gurgling sound sunayi deti hai,Gastroenterologist,Variation of: Pet mein ghar-ghar ki awaaz aati hai
Stomach specialist,Gastroenterologist,Specialist Term
Stool mein khoon ya kaala rang dikhta hai,Gastroenterologist,Original
Stool mein khun ya kala rang dikhta hai,Gastroenterologist,Spelling Variation of: Stool mein khoon ya kaala rang dikhta hai
Stress lene par stomach frequently upset ho jaata hai,Gastroenterologist,Variation of: Pet baar baar kharab hota hai stress lene par
"Swallow karte waqt takleef hoti hai, gale mein rukawat mehsoos hoti hai.",Gastroenterologist,"Variation of: Khana nigalne mein dikkat hoti hai, gale mein kuch atka lagta hai."
"Aise hi rehta hai, kabhi kam kabhi jyada",General (Duration),"Spelling Variation of: Aise hi rehta hai, kabhi kam kabhi zyada"
"Aise hi rehta hai, kabhi kam kabhi zyada",General (Duration),New Suggestion
Do-teen din se aisa hi hai,General (Duration),New Suggestion
Kal se ho raha hai,General (Duration),New Suggestion
Aam daaktar,General Physician,Spelling Variation of: Aam doctor
Aam docter,General Physician,Spelling Variation of: Aam doctor
Aam doctor,General Physician,Specialist Term
Badan darad ho raha hai,General Physician,Spelling Variation of: Badan dard ho raha hai
Badan dard ho raha hai,General Physician,New Suggestion
Bahar ka khana khane ke baad ulti aur pet dard shuru ho gaya,General Physician,Original
Bahar ka khana khane ke baad ulty aur pet darad shuru ho gaya,General Physician,Spelling Variation of: Bahar ka khana khane ke baad ulti aur pet dard shuru ho gaya
Bahut pasina aa raha hai,General Physician,New Suggestion
Bahut pasina aa raha hai aur neend zyada aati hai.,General Physician,Original
bahut tez bukhar hai,General Physician,Variation of: tez bukhar aa raha hai
Bhookh nahi lag rahi,General Physician,New Suggestion
Body mein jagah jagah chubhan si mehsoos hoti hai,General Physician,Variation of: Shareer mein sui chubhne jaisa lagta hai
body mein kamzoori mehsoos ho rahi hai,General Physician,Spelling Variation of: body mein kamzori mehsoos ho rahi hai
body mein kamzori mehsoos ho rahi hai,General Physician,Variation of: kamzori lag rahi hai
Body temperature normal se jyada hai aur thand lag rahi hai.,General Physician,Spelling Variation of: Body temperature normal se zyada hai aur thand lag rahi hai.
Body temperature normal se zyada hai aur thand lag rahi hai.,General Physician,Original
Bohot pasina aa raha hai,General Physician,Spelling Variation of: Bahut pasina aa raha hai
Bohot pasina aa raha hai aur nind jyada aati hai.,General Physician,Spelling Variation of: Bahut pasina aa raha hai aur neend zyada aati hai.
bohot tez bukhaar hai,General Physician,Spelling Variation of: bahut tez bukhar hai
Bones mein constant pain rehta hai aur fatigue bhi hamesha mehsoos hoti hai,General Physician,Variation of: Haddiyon mein dard rehta hai aur hamesha thakaan lagti hai
bukhaar aa raha hai,General Physician,Spelling Variation of: bukhar aa raha hai
bukhaar hai,General Physician,Spelling Variation of: bukhar hai
Bukhaar ke saath kaanpna aur thand mehsoos hoti hai.,General Physician,Spelling Variation of: Bukhar ke saath kaanpna aur thand mehsoos hoti hai.
Bukhaar ke saath thand lagke kanpna aur phir tez garmi lagna,General Physician,Spelling Variation of: Bukhar ke saath thand lagke kaanpna aur phir tez garmi lagna
bukhar aa raha hai,General Physician,Variation of: bukhar hai
bukhar hai,General Physician,Original
Bukhar ke saath jodo aur aankhon ke peeche dard hota hai,General Physician,Original
Bukhar ke saath jodon aur aankho ke peeche darad hota hai,General Physician,Spelling Variation of: Bukhar ke saath jodo aur aankhon ke peeche dard hota hai
Bukhar ke saath kaanpna aur thand mehsoos hoti hai.,General Physician,Variation of: Body temperature normal se zyada hai aur thand lag rahi hai.
Bukhar ke saath thand lagke kaanpna aur phir tez garmi lagna,General Physician,Original
Chehra peela lagta hai aur thodi si mehnat mein sans phoolti hai,General Physician,Spelling Variation of: Chehra pila lagta hai aur thodi si mehnat mein saans phoolti hai
Chehra pila lagta hai aur thodi si mehnat mein saans phoolti hai,General Physician,Original
"Ek hafte se zyada fever chal raha hai jo evening mein zyada hota hai, weakness bhi hai",General Physician,"Variation of: Hafte se zyada bukhar hai jo shaam ko badh jata hai, kamzori bhi hai"
Face pale dikhta hai aur halki si activity mein bhi breathlessness hoti hai,General Physician,Variation of: Chehra pila lagta hai aur thodi si mehnat mein saans phoolti hai
Family daktar,General Physician,Spelling Variation of: Family doctor
Family docter,General Physician,Spelling Variation of: Family doctor
Family doctor,General Physician,Specialist Term
Fever ke dauran pehle thand se kaanpna hota hai phir tez garmi chadhti hai,General Physician,Variation of: Bukhar ke saath thand lagke kaanpna aur phir tez garmi lagna
Fever ke saath joint pain aur eyes ke peeche bhi dard hota hai,General Physician,Variation of: Bukhar ke saath jodo aur aankhon ke peeche dard hota hai
General daktar,General Physician,Spelling Variation of: General doctor
General docter,General Physician,Spelling Variation of: General doctor
General doctor,General Physician,Specialist Term
Ghar ke paas waala doctor,General Physician,Spelling Variation of: Ghar ke paas wala doctor
Ghar ke paas wala doctor,General Physician,Specialist Term
Ghar ke pas wala docter,General Physician,Spelling Variation of: Ghar ke paas wala doctor
Haddiyon mein darad rehta hai aur hamesha thakan lagti hai,General Physician,Spelling Variation of: Haddiyon mein dard rehta hai aur hamesha thakaan lagti hai
Haddiyon mein dard rehta hai aur hamesha thakaan lagti hai,General Physician,Original
"Hafte se jyada bukhar hai jo shaam ko badh jata hai, kamzoori bhi hai",General Physician,"Spelling Variation of: Hafte se zyada bukhar hai jo shaam ko badh jata hai, kamzori bhi hai"
"Hafte se zyada bukhar hai jo shaam ko badh jata hai, kamzori bhi hai",General Physician,Original
hamesha thaka thaka lagta hai,General Physician,Variation of: thakaan mahsoos ho rahi hai
kamzoori lag rahi hai,General Physician,Spelling Variation of: kamzori lag rahi hai
kamzori lag rahi hai,General Physician,Original
Khaansi ho rahi hai aur seenay mein jamaav lagta hai.,General Physician,Spelling Variation of: Khansi ho rahi hai aur seene mein jamaav lagta hai.
Khaansi ke saath chest mein congestion mehsoos hoti hai.,General Physician,Spelling Variation of: Khansi ke saath chest mein congestion mehsoos hoti hai.
Khada hone par aankho ke aage andhera cha jata hai,General Physician,Spelling Variation of: Khada hone par aankhon ke aage andhera chha jata hai
Khada hone par aankhon ke aage andhera chha jata hai,General Physician,Original
Khansi ho rahi hai aur seene mein jamaav lagta hai.,General Physician,Original
Khansi ke saath chest mein congestion mehsoos hoti hai.,General Physician,Variation of: Khansi ho rahi hai aur seene mein jamaav lagta hai.
Local daktar,General Physician,Spelling Variation of: Local doctor
Local docter,General Physician,Spelling Variation of: Local doctor
Local doctor,General Physician,Specialist Term
M.B.B.S doctor,General Physician,Spelling Variation of: MBBS doctor
MBBS docter,General Physician,Spelling Variation of: MBBS doctor
MBBS doctor,General Physician,Specialist Term
Mooh mein kadwahat si rehti hai,General Physician,Variation of: Muh ka swaad kadwa lagta hai
Muh ka swaad kadwa lagta hai,General Physician,Original
Muh ka swad kadwa lagta hai,General Physician,Spelling Variation of: Muh ka swaad kadwa lagta hai
"Naak bahti hai ya band rehti hai, gaala bhi kharab hai.",General Physician,"Spelling Variation of: Naak bahti hai ya band rehti hai, gala bhi kharab hai."
"Naak bahti hai ya band rehti hai, gala bhi kharab hai.",General Physician,Original
Neend nahi aati raat mein,General Physician,New Suggestion
Nind nahi aati raat mein,General Physician,Spelling Variation of: Neend nahi aati raat mein
Outside khana khane ke baad vomiting aur stomach pain start ho gaya,General Physician,Variation of: Bahar ka khana khane ke baad ulti aur pet dard shuru ho gaya
Pasina bhi bahut aa raha hai aur neend jaisa lagta hai humesha.,General Physician,Variation of: Bahut pasina aa raha hai aur neend zyada aati hai.
Pasina bhi bohot aa raha hai aur nind jaisa lagta hai humesha.,General Physician,Spelling Variation of: Pasina bhi bahut aa raha hai aur neend jaisa lagta hai humesha.
Raat ko paseena bahut aata hai,General Physician,Original
Raat ko pasina bahut aata hai,General Physician,Spelling Variation of: Raat ko paseena bahut aata hai
Shareer mein sui chubhne jaisa lagta hai,General Physician,Original
Sharir mein suee chubhne jaisa lagta hai,General Physician,Spelling Variation of: Shareer mein sui chubhne jaisa lagta hai
Sote waqt bahut zyada pasina chhoot jata hai,General Physician,Variation of: Raat ko paseena bahut aata hai
tez bukhaar aa raha hai,General Physician,Spelling Variation of: tez bukhar aa raha hai
tez bukhar aa raha hai,General Physician,Original
thakaan mahsoos ho rahi hai,General Physician,Original
thakan mahsoos ho rahi hai,General Physician,Spelling Variation of: thakaan mahsoos ho rahi hai
Ulti jaisa lag raha hai,General Physician,New Suggestion
Ulty jaisa lag raha hai,General Physician,Spelling Variation of: Ulti jaisa lag raha hai
Uthte waqt nazar ke saamne kuch der ke liye kuch nahi dikhta,General Physician,Variation of: Khada hone par aankhon ke aage andhera chha jata hai
weight kam ho raha hai,General Physician,Original
weight loss ho raha hai,General Physician,Variation of: weight kam ho raha hai
"Zukam ho gaya hai, naak se paani beh raha hai.",General Physician,"Variation of: Naak bahti hai ya band rehti hai, gala bhi kharab hai."
"Andkosh mein soojan hai, dard nahi hota",General Surgeon,Original
"Andkosh mein sujan hai, darad nahi hota",General Surgeon,"Spelling Variation of: Andkosh mein soojan hai, dard nahi hota"
Anus ke aas paas se continuously discharge hota rehta hai,General Surgeon,Variation of: Mal dwar ke paas se pus ya pani nikalta rehta hai
Bowel movement ke time bleeding hoti hai aur anus ke paas lump jaisa mehsoos hota hai,General Surgeon,Variation of: Motion ke waqt khoon aata hai aur mal dwar mein gaanth jaisa lagta hai
Bowel movement mein severe pain hota hai aur halka sa bleeding bhi hoti hai,General Surgeon,Variation of: Motion ke waqt bahut dard hota hai aur thoda khoon bhi aata hai
Burn wali jagah par blisters ban gaye hain,General Surgeon,Variation of: Jalne ki jagah pe chhale pad gaye hain
"Chot ki jagah laal ho gayi hai aur garam lagti hai, sujan bhi badh rahi hai",General Surgeon,"Spelling Variation of: Chot ki jagah lal ho gayi hai aur garam lagti hai, sujan bhi badh rahi hai"
"Chot ki jagah lal ho gayi hai aur garam lagti hai, sujan bhi badh rahi hai",General Surgeon,Original
"Ek jagah pe soojan hai jisme pus bhara hua lagta hai, chhoone se dard hota hai",General Surgeon,Original
"Ek jagah pe sujan hai jisme pus bhara hua lagta hai, chhune se darad hota hai",General Surgeon,"Spelling Variation of: Ek jagah pe soojan hai jisme pus bhara hua lagta hai, chhoone se dard hota hai"
"Ek spot par swelling hai jisme pus filled lagta hai, touch karne se pain hota hai",General Surgeon,"Variation of: Ek jagah pe soojan hai jisme pus bhara hua lagta hai, chhoone se dard hota hai"
Gale ke aage ki taraf soojan hai jo nigalte waqt upar-neeche hoti hai,General Surgeon,Original
Gale ke aage ki taraf sujan hai jo nigalte waqt upar-niche hoti hai,General Surgeon,Spelling Variation of: Gale ke aage ki taraf soojan hai jo nigalte waqt upar-neeche hoti hai
Gale ya gardan mein gaanth ban gayi hai,General Surgeon,Original
Gale ya gardan mein ganth ban gayi hai,General Surgeon,Spelling Variation of: Gale ya gardan mein gaanth ban gayi hai
Ghaav bhar nahi raha kaafi din se,General Surgeon,Original
Ghaav bhar nahi raha kafi din se,General Surgeon,Spelling Variation of: Ghaav bhar nahi raha kaafi din se
"Injury site red aur warm ho gayi hai, swelling bhi increase ho rahi hai",General Surgeon,"Variation of: Chot ki jagah lal ho gayi hai aur garam lagti hai, sujan bhi badh rahi hai"
Jalne ki jagah pe chale pad gaye hain,General Surgeon,Spelling Variation of: Jalne ki jagah pe chhale pad gaye hain
Jalne ki jagah pe chhale pad gaye hain,General Surgeon,Original
Khana khane ke baad daayi paslee ke neeche dard hota hai,General Surgeon,Original
Khana khane ke baad daayi pasli ke neeche darad hota hai,General Surgeon,Spelling Variation of: Khana khane ke baad daayi paslee ke neeche dard hota hai
Khansi ke waqt navel ke aas paas ek ubhaar nazar aata hai,General Surgeon,Variation of: Naabhi ke paas ubhaar sa dikhta hai jab khansta hoon
Legs ki veins swollen aur bluish dikhti hain,General Surgeon,Variation of: Pairon ki naso mein soojan aur neeli-neeli nasein dikhti hain
Mal dwar ke paas se pus ya pani nikalta rehta hai,General Surgeon,Original
Mal dwar ke pas se pus ya paani nikalta rehta hai,General Surgeon,Spelling Variation of: Mal dwar ke paas se pus ya pani nikalta rehta hai
Motion ke waqt bahut dard hota hai aur thoda khoon bhi aata hai,General Surgeon,Original
Motion ke waqt bohot darad hota hai aur thoda khun bhi aata hai,General Surgeon,Spelling Variation of: Motion ke waqt bahut dard hota hai aur thoda khoon bhi aata hai
Motion ke waqt khoon aata hai aur mal dwar mein gaanth jaisa lagta hai,General Surgeon,Original
Motion ke waqt khun aata hai aur mal dwar mein ganth jaisa lagta hai,General Surgeon,Spelling Variation of: Motion ke waqt khoon aata hai aur mal dwar mein gaanth jaisa lagta hai
Naabhi ke paas ubhaar sa dikhta hai jab khansta hoon,General Surgeon,Original
Nabhi ke pas ubhaar sa dikhta hai jab khansta hoon,General Surgeon,Spelling Variation of: Naabhi ke paas ubhaar sa dikhta hai jab khansta hoon
Neck ke area mein ek lump mehsoos ho raha hai,General Surgeon,Variation of: Gale ya gardan mein gaanth ban gayi hai
Neck ke front part mein swelling hai jo swallowing ke time move karti hai,General Surgeon,Variation of: Gale ke aage ki taraf soojan hai jo nigalte waqt upar-neeche hoti hai
Oily khana khane ke baad right rib ke neeche pain hota hai,General Surgeon,Variation of: Khana khane ke baad daayi paslee ke neeche dard hota hai
Operation wali jagah se paani ya pus aa raha hai,General Surgeon,Spelling Variation of: Operation wali jagah se pani ya pus aa raha hai
Operation wali jagah se pani ya pus aa raha hai,General Surgeon,Original
Pairon ki naso mein soojan aur neeli-neeli nasein dikhti hain,General Surgeon,Original
Pairon ki naso mein sujan aur neeli-neeli nasein dikhti hain,General Surgeon,Spelling Variation of: Pairon ki naso mein soojan aur neeli-neeli nasein dikhti hain
"Pet ke daayi taraf niche dard hota hai, chalne se aur badh jata hai",General Surgeon,Original
"Pet ke dayi taraf niche darad hota hai, chalne se aur badh jata hai",General Surgeon,"Spelling Variation of: Pet ke daayi taraf niche dard hota hai, chalne se aur badh jata hai"
Right side lower abdomen mein dard hota hai jo walking se increase hota hai,General Surgeon,"Variation of: Pet ke daayi taraf niche dard hota hai, chalne se aur badh jata hai"
Scrotum mein swelling hai lekin koi pain nahi hota,General Surgeon,"Variation of: Andkosh mein soojan hai, dard nahi hota"
Skin ke andar ek movable round lump hai,General Surgeon,Variation of: Skin ke neeche ek gol gaanth hai jo hilti hai
Skin ke neeche ek gol gaanth hai jo hilti hai,General Surgeon,Original
Skin ke niche ek gol ganth hai jo hilti hai,General Surgeon,Spelling Variation of: Skin ke neeche ek gol gaanth hai jo hilti hai
Surgery ki jagah se discharge ho raha hai,General Surgeon,Variation of: Operation wali jagah se pani ya pus aa raha hai
Zakhm kaafi dinon se theek nahi ho raha,General Surgeon,Variation of: Ghaav bhar nahi raha kaafi din se
Achanak garmi lagna aur mood mein utaar-chadhaav bahut hota hai,Gynecologist,Variation of: Hot flashes aur mood swings bahut ho rahe hain
baby ki movement kam feel ho rahi hai,Gynecologist,Variation of: pet mai baby movement kam hai
Breast mein gaanth jaisa mehsoos hota hai,Gynecologist,Original
Breast mein ganth jaisa mehsoos hota hai,Gynecologist,Spelling Variation of: Breast mein gaanth jaisa mehsoos hota hai
Chest ke ek hisse mein lump jaisa feel hota hai,Gynecologist,Variation of: Breast mein gaanth jaisa mehsoos hota hai
Ek saal se conceive karne ki koshish kar rahe hain lekin success nahi mil raha,Gynecologist,Variation of: Saal bhar se try kar rahe hain lekin pregnancy nahi ho rahi
Gynae docter,Gynecologist,Spelling Variation of: Gynae doctor
Gynae doctor,Gynecologist,Specialist Term
Gynee doctor,Gynecologist,Spelling Variation of: Gynae doctor
Hot flashes aur mood swings bahut ho rahe hain,Gynecologist,Original
Hot flashes aur mood swings bohot ho rahe hain,Gynecologist,Spelling Variation of: Hot flashes aur mood swings bahut ho rahe hain
Intercourse ke baad spoting hoti hai,Gynecologist,Spelling Variation of: Intercourse ke baad spotting hoti hai
Intercourse ke baad spotting hoti hai,Gynecologist,Original
Kamar mein dard hota hai jo pairon tak jata hai periods ke waqt.,Gynecologist,Original
Kamr mein darad hota hai jo pairon tak jata hai periods ke waqt.,Gynecologist,Spelling Variation of: Kamar mein dard hota hai jo pairon tak jata hai periods ke waqt.
Ladi doctor,Gynecologist,Spelling Variation of: Lady doctor
Ladies daktar,Gynecologist,Spelling Variation of: Ladies doctor
Ladies docter,Gynecologist,Spelling Variation of: Ladies doctor
Ladies doctor,Gynecologist,Specialist Term
Lady docter,Gynecologist,Spelling Variation of: Lady doctor
Lady doctor,Gynecologist,Specialist Term
Lower abdomen mein heaviness rehti hai periods na hone par bhi,Gynecologist,"Variation of: Pet ke nichle hisse mein bhaari-pan lagta hai, periods ke bina bhi"
Mahila rog visheshagya,Gynecologist,Specialist Term
Mahila rog visheshagya (Mahila doctor),Gynecologist,Spelling Variation of: Mahila rog visheshagya
Mahine ke dauran pait mein zor ka darad hota hai.,Gynecologist,Spelling Variation of: Mahine ke dauran pet mein zor ka dard hota hai.
Mahine ke dauran pet mein zor ka dard hota hai.,Gynecologist,Variation of: Periods ke time pet ke niche wale hisse mein cramps hote hain.
pait mai baby movement kam hai,Gynecologist,Spelling Variation of: pet mai baby movement kam hai
Periods band ho gaye hain aur hot flashes hote hain,Gynecologist,Original
Periods bandh ho gaye hain aur hot flashes hote hain,Gynecologist,Spelling Variation of: Periods band ho gaye hain aur hot flashes hote hain
Periods completely stop ho gaye hain aur sudden garmi lagne lagti hai,Gynecologist,Variation of: Periods band ho gaye hain aur hot flashes hote hain
periods irregular hain,Gynecologist,Original
"Periods ka koi fixed time nahi hai, bahut irregular ho gaye hain.",Gynecologist,"Variation of: Periods time par nahi aate, bohot irregular ho gaye hain."
"Periods ka koi fixed time nahi hai, bohot irregular ho gaye hain.",Gynecologist,"Spelling Variation of: Periods ka koi fixed time nahi hai, bahut irregular ho gaye hain."
Periods ke dauran heavy bleeding hoti hai aur abdomen bloated rehta hai,Gynecologist,Variation of: Periods mein bahut zyada bleeding hoti hai aur pet phoola rehta hai
Periods ke dauran normal se kahin jyada severe cramps aur darad hota hai.,Gynecologist,Spelling Variation of: Periods ke dauran normal se kahin zyada severe cramps aur dard hota hai.
