text,specialist,type
Bachhe ka pet phoola rehta hai aur motion mem keede dikhte hain,Paediatrician,Spelling Variation of: Bachhe ka pet phoola rehta hai aur motion mein keede dikhte hain
Bachhe ka pet phoola rehta ha aur motion mein keede dikhte hain,Paediatrician,Spelling Variation of: Bachhe ka pet phoola rehta hai aur motion mein keede dikhte hain
Bachhe ke masuudo mein soojan hai aur lar zyada aati hai,Paediatrician,Original
Bachhe ke masuudo mem soojan hai aur lar zyada aati hai,Paediatrician,Spelling Variation of: Bachhe ke masuudo mein soojan hai aur lar zyada aati hai
Bachhe ke masuudo mein soojan ha aur lar zyada aati ha,Paediatrician,Spelling Variation of: Bachhe ke masuudo mein soojan hai aur lar zyada aati hai
Bachhe ke pure badan pe pani bhare daane nikal aaye hain,Paediatrician,Original
Bachhe ki twacha pe peela-pan hai,Paediatrician,Original
Bachhe ki twacha pe peelapan hai,Paediatrician,Spelling Variation of: Bachhe ki twacha pe peela-pan hai
Bachon ka doctor,Paediatrician,Spelling Variation of: Bacchon ka doctor
Bal chikitsak,Paediatrician,Specialist Term
Child ka stomach bloated rehta hai aur stool mein worms dikhte hain,Paediatrician,Variation of: Bachhe ka pet phoola rehta hai aur motion mein keede dikhte hain
Child ke gums mein swelling hai aur drooling zyada ho rahi hai,Paediatrician,Variation of: Bachhe ke masuudo mein soojan hai aur lar zyada aati hai
Child ke poore body par fluid filled daane nikal aaye hain,Paediatrician,Variation of: Bachhe ke pure badan pe pani bhare daane nikal aaye hain
Child specialist,Paediatrician,Specialist Term
Khelte waqt bacche ki energy achanak khatam ho jaati hai,Paediatrician,Variation of: Bachha khelte khelte achanak thak jata hai
Kids ka doctor,Paediatrician,Spelling Variation of: Kids' doctor
Kids' docter,Paediatrician,Spelling Variation of: Kids' doctor
Kids' doctor,Paediatrician,Specialist Term
ladki ko bukhaar hai,Paediatrician,Spelling Variation of: ladki ko bukhar hai
ladki ko bukhar hai,Paediatrician,Variation of: bacchi ko bukhar hai
naye bache ko loose motion ho rahe hain,Paediatrician,Variation of: newborn ko dast ho rahe hain
newborn ko daast ho rahe hain,Paediatrician,Spelling Variation of: newborn ko dast ho rahe hain
Bachhe ki twacha pe peela-pan ha,Paediatrician,Spelling Variation of: Bachhe ki twacha pe peela-pan hai
newborn ko dast ho rahe hain,Paediatrician,Original
Mera bacha kal raat se kuch kha nahi raha aur lagatar ro raha hai.,Paediatrician,Original
Mera bacha kal raat se kuch kha nahi raha aur lagatar ro raha ha.,Paediatrician,Spelling Variation of: Mera bacha kal raat se kuch kha nahi raha aur lagatar ro raha hai.
Bacche ko tez bukhar hai aur uski saans tez chal rahi hai.,Paediatrician,Original
Bacche ko tez bukhar ha aur uski saans tez chal rahi ha.,Paediatrician,Spelling Variation of: Bacche ko tez bukhar hai aur uski saans tez chal rahi hai.
"Bacche ko 5 din se tez bukhar hai, jeebh ekdum laal ho gayi hai aur hath-pair me daane hain.",Paediatrician,Original
"Bacche ko 5 din se tez bukhar ha, jeebh ekdum laal ho gayi ha aur hath-pair me daane hain.",Paediatrician,"Spelling Variation of: Bacche ko 5 din se tez bukhar hai, jeebh ekdum laal ho gayi hai aur hath-pair me daane hain."
Baccho wale doctor.,Paediatrician,Original
Child specialist.,Paediatrician,Original
Shishu rog visheshagya.,Paediatrician,Original
"Meri blood report aayi hai, samajh nahi aa raha values ka matlab kya hai.",Pathologist,Original
"Meri blood report aayi hai, samajh nahin aa raha values ka matlab kya hai.",Pathologist,"Spelling Variation of: Meri blood report aayi hai, samajh nahi aa raha values ka matlab kya hai."
"Meri blood report aayi hai, samajh nhi aa raha values ka matlab kya hai.",Pathologist,"Spelling Variation of: Meri blood report aayi hai, samajh nahi aa raha values ka matlab kya hai."
"Meri blood report aayi ha, samajh nahi aa raha values ka matlab kya ha.",Pathologist,"Spelling Variation of: Meri blood report aayi hai, samajh nahi aa raha values ka matlab kya hai."
"Fasting blood sample dena hai kal subah, kahan jama karna hai.",Pathologist,Original
"Fasting blood sample dena ha kal subah, kahan jama karna ha.",Pathologist,"Spelling Variation of: Fasting blood sample dena hai kal subah, kahan jama karna hai."
"Biopsy report abhi tak nahi aayi, kab tak milegi.",Pathologist,Original
"Biopsy report abhi tak nahin aayi, kab tak milegi.",Pathologist,"Spelling Variation of: Biopsy report abhi tak nahi aayi, kab tak milegi."
"Biopsy report abhi tak nhi aayi, kab tak milegi.",Pathologist,"Spelling Variation of: Biopsy report abhi tak nahi aayi, kab tak milegi."
"Lab test ke results normal range se bahar aaye hain, doctor ko dikhana hai.",Pathologist,Original
"Lab test ke results normal range se bahar aaye hain, daktar ko dikhana hai.",Pathologist,"Spelling Variation of: Lab test ke results normal range se bahar aaye hain, doctor ko dikhana hai."
"Lab test ke results normal range se bahar aaye hain, docter ko dikhana hai.",Pathologist,"Spelling Variation of: Lab test ke results normal range se bahar aaye hain, doctor ko dikhana hai."
"Lab test ke results normal range se bahar aaye hain, doctor ko consult karna hai.",Pathologist,"Variation of: Lab test ke results normal range se bahar aaye hain, doctor ko dikhana hai."
"Lab test ke results normal range se bahar aaye hain, doctor ko dikhana ha.",Pathologist,"Spelling Variation of: Lab test ke results normal range se bahar aaye hain, doctor ko dikhana hai."
Urine culture test karwana hai infection check karne ke liye.,Pathologist,Original
Urine culture test karwana ha infection check karne ke liye.,Pathologist,Spelling Variation of: Urine culture test karwana hai infection check karne ke liye.
"Histopathology report samajhni hai, doctor ne bola tha lab se le lo.",Pathologist,Original
"Histopathology report samajhni hai, daktar ne bola tha lab se le lo.",Pathologist,"Spelling Variation of: Histopathology report samajhni hai, doctor ne bola tha lab se le lo."
"Histopathology report samajhni hai, docter ne bola tha lab se le lo.",Pathologist,"Spelling Variation of: Histopathology report samajhni hai, doctor ne bola tha lab se le lo."
"Histopathology report samajhni ha, doctor ne bola tha lab se le lo.",Pathologist,"Spelling Variation of: Histopathology report samajhni hai, doctor ne bola tha lab se le lo."
"Stool sample test karwana hai, kaha jama karein.",Pathologist,Original
"Stool sample test karwana ha, kaha jama karein.",Pathologist,"Spelling Variation of: Stool sample test karwana hai, kaha jama karein."
"CBC report mein kuch values low aayi hain, matlab samajhna hai.",Pathologist,Original
"CBC report me kuch values low aayi hain, matlab samajhna hai.",Pathologist,"Spelling Variation of: CBC report mein kuch values low aayi hain, matlab samajhna hai."
"CBC report mem kuch values low aayi hain, matlab samajhna hai.",Pathologist,"Spelling Variation of: CBC report mein kuch values low aayi hain, matlab samajhna hai."
"CBC report mein kuch values low aayi hain, matlab samajhna ha.",Pathologist,"Spelling Variation of: CBC report mein kuch values low aayi hain, matlab samajhna hai."
"PCR test karwana hai, kitne din mein report milegi.",Pathologist,Original
"PCR test karwana hai, kitne din me report milegi.",Pathologist,"Spelling Variation of: PCR test karwana hai, kitne din mein report milegi."
"PCR test karwana hai, kitne din mem report milegi.",Pathologist,"Spelling Variation of: PCR test karwana hai, kitne din mein report milegi."
"PCR test karwana ha, kitne din mein report milegi.",Pathologist,"Spelling Variation of: PCR test karwana hai, kitne din mein report milegi."
Thyroid ka blood test karwana hai fasting mein ya normal.,Pathologist,Original
Thyroid ka blood test karwana hai fasting me ya normal.,Pathologist,Spelling Variation of: Thyroid ka blood test karwana hai fasting mein ya normal.
Thyroid ka blood test karwana hai fasting mem ya normal.,Pathologist,Spelling Variation of: Thyroid ka blood test karwana hai fasting mein ya normal.
Thyroid ka blood test karwana ha fasting mein ya normal.,Pathologist,Spelling Variation of: Thyroid ka blood test karwana hai fasting mein ya normal.
"Report mein ek value red mark ki hai, kitna serious hai janna hai.",Pathologist,Original
"Report me ek value red mark ki hai, kitna serious hai janna hai.",Pathologist,"Spelling Variation of: Report mein ek value red mark ki hai, kitna serious hai janna hai."
"Report mem ek value red mark ki hai, kitna serious hai janna hai.",Pathologist,"Spelling Variation of: Report mein ek value red mark ki hai, kitna serious hai janna hai."
"Report mein ek value red mark ki ha, kitna serious ha janna ha.",Pathologist,"Spelling Variation of: Report mein ek value red mark ki hai, kitna serious hai janna hai."
"Sugar test PP aur fasting dono karwane hain, ek hi din mein ho jayenge kya.",Pathologist,Original
"Sugar test PP aur fasting dono karwane hain, ek hi din me ho jayenge kya.",Pathologist,"Spelling Variation of: Sugar test PP aur fasting dono karwane hain, ek hi din mein ho jayenge kya."
"Sugar test PP aur fasting dono karwane hain, ek hi din mem ho jayenge kya.",Pathologist,"Spelling Variation of: Sugar test PP aur fasting dono karwane hain, ek hi din mein ho jayenge kya."
"Allergy test karwana hai, kaunse kaunse cheezon se allergy hai pata karna hai.",Pathologist,Original
"Allergy test karwana ha, kaunse kaunse cheezon se allergy ha pata karna ha.",Pathologist,"Spelling Variation of: Allergy test karwana hai, kaunse kaunse cheezon se allergy hai pata karna hai."
"Pregnancy test karwana hai lab mein, ghar wala test positive aaya tha.",Pathologist,Original
"Pregnancy test karwana hai lab me, ghar wala test positive aaya tha.",Pathologist,"Spelling Variation of: Pregnancy test karwana hai lab mein, ghar wala test positive aaya tha."
lab report checkup,Pathologist,Specialist Term
pathologist se report discuss karni hai,Pathologist,Specialist Term
sample test karwana hai,Pathologist,Specialist Term
lab wale doctor se baat karni hai,Pathologist,Specialist Term
lab wale daktar se baat karni hai,Pathologist,Spelling Variation of: lab wale doctor se baat karni hai
lab wale docter se baat karni hai,Pathologist,Spelling Variation of: lab wale doctor se baat karni hai
blood test report samajhni hai,Pathologist,Specialist Term
blood report,Pathologist,Keyword Phrase
lab test,Pathologist,Keyword Phrase
sample dena hai,Pathologist,Keyword Phrase
report samajhni hai,Pathologist,Keyword Phrase
culture test,Pathologist,Keyword Phrase
histopathology,Pathologist,Keyword Phrase
"Pregnancy test karwana hai lab mem, ghar wala test positive aaya tha.",Pathologist,"Spelling Variation of: Pregnancy test karwana hai lab mein, ghar wala test positive aaya tha."
"Pregnancy test karwana ha lab mein, ghar wala test positive aaya tha.",Pathologist,"Spelling Variation of: Pregnancy test karwana hai lab mein, ghar wala test positive aaya tha."
Mujhe apni blood test aur skin biopsy ki lab report check karwani hai.,Pathologist,Original
Mujhe apni blood test aur skin biopsy ki lab report check karwani ha.,Pathologist,Spelling Variation of: Mujhe apni blood test aur skin biopsy ki lab report check karwani hai.
"Kal main blood sample deke gaya tha, uski CBC aur LFT report confirm karni hai.",Pathologist,Original
"Kal mai blood sample deke gaya tha, uski CBC aur LFT report confirm karni h.",Pathologist,"Spelling Variation of: Kal main blood sample deke gaya tha, uski CBC aur LFT report confirm karni hai."
Urine culture aur tissue biopsy ki lab investigation report collect karni hai.,Pathologist,"Variation of: Kal main blood sample deke gaya tha, uski CBC aur LFT report confirm karni hai."
"Kal main blood sample deke gaya tha, uski CBC aur LFT report confirm karni ha.",Pathologist,"Spelling Variation of: Kal main blood sample deke gaya tha, uski CBC aur LFT report confirm karni hai."
Mujhe apni lab se pap smear aur tissue biopsy ki diagnosis report collect karni hai.,Pathologist,Original
Mujhe apni lab se pap smear aur tissue biopsy ki diagnosis report collect karni ha.,Pathologist,Spelling Variation of: Mujhe apni lab se pap smear aur tissue biopsy ki diagnosis report collect karni hai.
Khoon jaanch wale doctor.,Pathologist,Original
Lab wale doctor.,Pathologist,Original
Report wale doctor.,Pathologist,Original
"Operation ke baad se ghutna hilana mushkil hai, exercises karni hain shayad.",Physiotherapist / Rehab,Original
"Operation ke baad se ghutna hilana mushkil ha, exercises karni hain shayad.",Physiotherapist / Rehab,"Spelling Variation of: Operation ke baad se ghutna hilana mushkil hai, exercises karni hain shayad."
"Kandha jam sa gaya hai, movement bahut kam ho gayi hai.",Physiotherapist / Rehab,Original
"Kandha jam sa gaya hai, movement bohot kam ho gayi hai.",Physiotherapist / Rehab,"Spelling Variation of: Kandha jam sa gaya hai, movement bahut kam ho gayi hai."
"Kandha jam sa gaya hai, movement bahot kam ho gayi hai.",Physiotherapist / Rehab,"Spelling Variation of: Kandha jam sa gaya hai, movement bahut kam ho gayi hai."
"Kandha jam sa gaya hai, movement kaafi kam ho gayi hai.",Physiotherapist / Rehab,"Variation of: Kandha jam sa gaya hai, movement bahut kam ho gayi hai."
"Kandha jam sa gaya ha, movement bahut kam ho gayi ha.",Physiotherapist / Rehab,"Spelling Variation of: Kandha jam sa gaya hai, movement bahut kam ho gayi hai."
Doctor ne bola tha physiotherapy karo par kaafi time se nahi ki.,Physiotherapist / Rehab,Original
daktar ne bola tha physiotherapy karo par kaafi time se nahi ki.,Physiotherapist / Rehab,Spelling Variation of: Doctor ne bola tha physiotherapy karo par kaafi time se nahi ki.
docter ne bola tha physiotherapy karo par kaafi time se nahi ki.,Physiotherapist / Rehab,Spelling Variation of: Doctor ne bola tha physiotherapy karo par kaafi time se nahi ki.
"Stroke ke baad ek side kamzor ho gayi hai, chalna practice karna hai.",Physiotherapist / Rehab,Original
"Stroke ke baad ek side kamzor ho gayi ha, chalna practice karna ha.",Physiotherapist / Rehab,"Spelling Variation of: Stroke ke baad ek side kamzor ho gayi hai, chalna practice karna hai."
"Kamar ke dard mein exercise se hi aaram milta hai, dawai se nahi.",Physiotherapist / Rehab,Original
"Kamar ke darad mein exercise se hi aaram milta hai, dawai se nahi.",Physiotherapist / Rehab,"Spelling Variation of: Kamar ke dard mein exercise se hi aaram milta hai, dawai se nahi."
"Kamar ke dard mein exercise se hi aram milta hai, dawai se nahi.",Physiotherapist / Rehab,"Spelling Variation of: Kamar ke dard mein exercise se hi aaram milta hai, dawai se nahi."
"Kamar ke takleef mein exercise se hi aaram milta hai, dawai se nahi.",Physiotherapist / Rehab,"Variation of: Kamar ke dard mein exercise se hi aaram milta hai, dawai se nahi."
"Kamar ke dard mem exercise se hi aaram milta hai, dawai se nahi.",Physiotherapist / Rehab,"Spelling Variation of: Kamar ke dard mein exercise se hi aaram milta hai, dawai se nahi."
"Kamar ke dard mein exercise se hi aaram milta ha, dawai se nahi.",Physiotherapist / Rehab,"Spelling Variation of: Kamar ke dard mein exercise se hi aaram milta hai, dawai se nahi."
Sports injury ke baad muscle strength wapas laani hai dheere dheere.,Physiotherapist / Rehab,Original
Sports injury ke baad muscle strength wapas laani ha dheere dheere.,Physiotherapist / Rehab,Spelling Variation of: Sports injury ke baad muscle strength wapas laani hai dheere dheere.
"Accident ke baad chalna phirna bhool gaye hain, dobara sikhna hai.",Physiotherapist / Rehab,Original
"Accident ke baad chalna phirna bhool gaye hain, dobara sikhna ha.",Physiotherapist / Rehab,"Spelling Variation of: Accident ke baad chalna phirna bhool gaye hain, dobara sikhna hai."
"Frozen shoulder hai bola doctor ne, exercises se hi thik hoga.",Physiotherapist / Rehab,Original
"Frozen shoulder hai bola daktar ne, exercises se hi thik hoga.",Physiotherapist / Rehab,"Spelling Variation of: Frozen shoulder hai bola doctor ne, exercises se hi thik hoga."
"Frozen shoulder hai bola docter ne, exercises se hi thik hoga.",Physiotherapist / Rehab,"Spelling Variation of: Frozen shoulder hai bola doctor ne, exercises se hi thik hoga."
"Frozen shoulder ha bola doctor ne, exercises se hi thik hoga.",Physiotherapist / Rehab,"Spelling Variation of: Frozen shoulder hai bola doctor ne, exercises se hi thik hoga."
"Paralysis ke baad ek haath bilkul kaam nahi kar raha, therapy chahiye.",Physiotherapist / Rehab,Original
"Paralysis ke baad ek haath bilkul kaam nahi kar raha, therapy chaiye.",Physiotherapist / Rehab,"Spelling Variation of: Paralysis ke baad ek haath bilkul kaam nahi kar raha, therapy chahiye."
"Paralysis ke baad ek haath bilkul kaam nahi kar raha, therapy chahye.",Physiotherapist / Rehab,"Spelling Variation of: Paralysis ke baad ek haath bilkul kaam nahi kar raha, therapy chahiye."
"Paralysis ke baad ek hand bilkul kaam nahi kar raha, therapy chahiye.",Physiotherapist / Rehab,"Variation of: Paralysis ke baad ek haath bilkul kaam nahi kar raha, therapy chahiye."
Knee replacement ke baad chalna phir se sikhna hai proper tarike se.,Physiotherapist / Rehab,Original
Knee replacement ke baad chalna phir se sikhna ha proper tarike se.,Physiotherapist / Rehab,Spelling Variation of: Knee replacement ke baad chalna phir se sikhna hai proper tarike se.
"Bache ko cerebral palsy hai, uski movement therapy chalti rehti hai.",Physiotherapist / Rehab,Original
"Bache ko cerebral palsy ha, uski movement therapy chalti rehti ha.",Physiotherapist / Rehab,"Spelling Variation of: Bache ko cerebral palsy hai, uski movement therapy chalti rehti hai."
"Pairo mein weakness hai polio ke baad se, exercises se improve hota hai kya.",Physiotherapist / Rehab,Original
"Pairo me weakness hai polio ke baad se, exercises se improve hota hai kya.",Physiotherapist / Rehab,"Spelling Variation of: Pairo mein weakness hai polio ke baad se, exercises se improve hota hai kya."
"legs mein weakness hai polio ke baad se, exercises se improve hota hai kya.",Physiotherapist / Rehab,"Variation of: Pairo mein weakness hai polio ke baad se, exercises se improve hota hai kya."
"Pairo mem weakness hai polio ke baad se, exercises se improve hota hai kya.",Physiotherapist / Rehab,"Spelling Variation of: Pairo mein weakness hai polio ke baad se, exercises se improve hota hai kya."
"Pairo mein weakness ha polio ke baad se, exercises se improve hota ha kya.",Physiotherapist / Rehab,"Spelling Variation of: Pairo mein weakness hai polio ke baad se, exercises se improve hota hai kya."
"Ghar par hi physiotherapy karwa sakte hain kya, aana jaana mushkil hai.",Physiotherapist / Rehab,Original
"Ghar par hi physiotherapy karwa sakte hain kya, aana jaana mushkil ha.",Physiotherapist / Rehab,"Spelling Variation of: Ghar par hi physiotherapy karwa sakte hain kya, aana jaana mushkil hai."
"Neck ka dard hai desk job ki wajah se, posture theek karne wali exercises chahiye.",Physiotherapist / Rehab,Original
"Neck ka darad hai desk job ki wajah se, posture theek karne wali exercises chahiye.",Physiotherapist / Rehab,"Spelling Variation of: Neck ka dard hai desk job ki wajah se, posture theek karne wali exercises chahiye."
"Neck ka dard hai desk job ki wajah se, posture theek karne wali exercises chaiye.",Physiotherapist / Rehab,"Spelling Variation of: Neck ka dard hai desk job ki wajah se, posture theek karne wali exercises chahiye."
"Neck ka takleef hai desk job ki wajah se, posture theek karne wali exercises chahiye.",Physiotherapist / Rehab,"Variation of: Neck ka dard hai desk job ki wajah se, posture theek karne wali exercises chahiye."
physiotherapist chahiye,Physiotherapist / Rehab,Specialist Term
physiotherapist chaiye,Physiotherapist / Rehab,Spelling Variation of: physiotherapist chahiye
physiotherapist chahye,Physiotherapist / Rehab,Spelling Variation of: physiotherapist chahiye
rehab specialist se milna hai,Physiotherapist / Rehab,Specialist Term
exercise therapy wale doctor,Physiotherapist / Rehab,Specialist Term
exercise therapy wale daktar,Physiotherapist / Rehab,Spelling Variation of: exercise therapy wale doctor
exercise therapy wale docter,Physiotherapist / Rehab,Spelling Variation of: exercise therapy wale doctor
physio se appointment chahiye,Physiotherapist / Rehab,Specialist Term
physio se appointment chaiye,Physiotherapist / Rehab,Spelling Variation of: physio se appointment chahiye
physio se appointment chahye,Physiotherapist / Rehab,Spelling Variation of: physio se appointment chahiye
movement therapy specialist chahiye,Physiotherapist / Rehab,Specialist Term
movement therapy specialist chaiye,Physiotherapist / Rehab,Spelling Variation of: movement therapy specialist chahiye
movement therapy specialist chahye,Physiotherapist / Rehab,Spelling Variation of: movement therapy specialist chahiye
exercise se dard theek,Physiotherapist / Rehab,Keyword Phrase
exercise se darad theek,Physiotherapist / Rehab,Spelling Variation of: exercise se dard theek
physiotherapy chahiye,Physiotherapist / Rehab,Keyword Phrase
physiotherapy chaiye,Physiotherapist / Rehab,Spelling Variation of: physiotherapy chahiye
physiotherapy chahye,Physiotherapist / Rehab,Spelling Variation of: physiotherapy chahiye
movement kam ho gaya,Physiotherapist / Rehab,Keyword Phrase
operation ke baad rehab,Physiotherapist / Rehab,Keyword Phrase
"Neck ka dard ha desk job ki wajah se, posture theek karne wali exercises chahiye.",Physiotherapist / Rehab,"Spelling Variation of: Neck ka dard hai desk job ki wajah se, posture theek karne wali exercises chahiye."
"Operation ke baad ghutne me aithan (stiffness) aa gayi hai, exercise sikhni hai.",Physiotherapist / Rehab,Original
"Operation ke baad ghutne me aithan (stiffness) aa gayi ha, exercise sikhni ha.",Physiotherapist / Rehab,"Spelling Variation of: Operation ke baad ghutne me aithan (stiffness) aa gayi hai, exercise sikhni hai."
"Kamar dard kafi purana hai, doctor ne rozana sekai aur stretching batayi hai.",Physiotherapist / Rehab,Original
"Kamar dard kafi purana ha, doctor ne rozana sekai aur stretching batayi ha.",Physiotherapist / Rehab,"Spelling Variation of: Kamar dard kafi purana hai, doctor ne rozana sekai aur stretching batayi hai."
"Plaster katne ke baad se haath ekdum jaam ho gaya hai, theek se mud nahi raha.",Physiotherapist / Rehab,Original
"Plaster katne ke bad se haath ekdum jam ho gya hai, theek se mud nahi raha.",Physiotherapist / Rehab,"Spelling Variation of: Plaster katne ke baad se haath ekdum jaam ho gaya hai, theek se mud nahi raha."
Cast hatne ke baad joint me bohot stiffness hai aur poori range of motion nahi mil rahi.,Physiotherapist / Rehab,"Variation of: Plaster katne ke baad se haath ekdum jaam ho gaya hai, theek se mud nahi raha."
"Plaster katne ke baad se haath ekdum jaam ho gaya ha, theek se mud nahi raha.",Physiotherapist / Rehab,"Spelling Variation of: Plaster katne ke baad se haath ekdum jaam ho gaya hai, theek se mud nahi raha."
"Baccha apni umar ke hisaab se abhi tak khud se khada nahi ho pa raha hai, exercise sikhni hai.",Physiotherapist / Rehab,Original
"Baccha apni umar ke hisaab se abhi tak khud se khada nahi ho pa raha ha, exercise sikhni ha.",Physiotherapist / Rehab,"Spelling Variation of: Baccha apni umar ke hisaab se abhi tak khud se khada nahi ho pa raha hai, exercise sikhni hai."
Lagaatar laptop par kaam karne se gardan aur kandhe poori tarah jam gaye hain (cervical pain).,Physiotherapist / Rehab,Original
"Lakwa (stroke) maarne ke baad inke pair theek se chal nahi pa rahe, rehab exercise karwani hai.",Physiotherapist / Rehab,Original
"Lakwa (stroke) maarne ke baad inke pair theek se chal nahi pa rahe, rehab exercise karwani ha.",Physiotherapist / Rehab,"Spelling Variation of: Lakwa (stroke) maarne ke baad inke pair theek se chal nahi pa rahe, rehab exercise karwani hai."
Kasrat (exercise) wale doctor.,Physiotherapist / Rehab,Original
Physiotherapy wale bhaiya/doctor.,Physiotherapist / Rehab,Original
Sekai (fomentation) wale doctor.,Physiotherapist / Rehab,Original
"Jalne ke bahut gehre nishan reh gaye hain, unhe theek karwana hai.",Plastic Surgeon,Original
"Jalne ke bohot gehre nishan reh gaye hain, unhe theek karwana hai.",Plastic Surgeon,"Spelling Variation of: Jalne ke bahut gehre nishan reh gaye hain, unhe theek karwana hai."
"Jalne ke bahot gehre nishan reh gaye hain, unhe theek karwana hai.",Plastic Surgeon,"Spelling Variation of: Jalne ke bahut gehre nishan reh gaye hain, unhe theek karwana hai."
"Jalne ke kaafi gehre nishan reh gaye hain, unhe theek karwana hai.",Plastic Surgeon,"Variation of: Jalne ke bahut gehre nishan reh gaye hain, unhe theek karwana hai."
"Jalne ke bahut gehre nishan reh gaye hain, unhe theek karwana ha.",Plastic Surgeon,"Spelling Variation of: Jalne ke bahut gehre nishan reh gaye hain, unhe theek karwana hai."
"Accident ke baad chehre par scar reh gaya hai, surgery se theek ho sakta hai kya.",Plastic Surgeon,Original
"Accident ke baad chehre par scar reh gaya ha, surgery se theek ho sakta ha kya.",Plastic Surgeon,"Spelling Variation of: Accident ke baad chehre par scar reh gaya hai, surgery se theek ho sakta hai kya."
Cosmetic surgery ke baare mein consultation chahiye.,Plastic Surgeon,Original
Cosmetic surgery ke baare mein consultation chaiye.,Plastic Surgeon,Spelling Variation of: Cosmetic surgery ke baare mein consultation chahiye.
Cosmetic surgery ke baare mein consultation chahye.,Plastic Surgeon,Spelling Variation of: Cosmetic surgery ke baare mein consultation chahiye.
Cosmetic surgery ke baare mein consultation zaroorat hai.,Plastic Surgeon,Variation of: Cosmetic surgery ke baare mein consultation chahiye.
Cosmetic surgery ke baare mem consultation chahiye.,Plastic Surgeon,Spelling Variation of: Cosmetic surgery ke baare mein consultation chahiye.
Skin graft karwana hai jalne wali jagah par.,Plastic Surgeon,Original
Skin graft karwana ha jalne wali jagah par.,Plastic Surgeon,Spelling Variation of: Skin graft karwana hai jalne wali jagah par.
"Kaan ka shape thoda alag hai janam se, surgery se theek ho sakta hai kya.",Plastic Surgeon,Original
"Kaan ka shape thora alag hai janam se, surgery se theek ho sakta hai kya.",Plastic Surgeon,"Spelling Variation of: Kaan ka shape thoda alag hai janam se, surgery se theek ho sakta hai kya."
"Kaan ka shape thoda alag ha janam se, surgery se theek ho sakta ha kya.",Plastic Surgeon,"Spelling Variation of: Kaan ka shape thoda alag hai janam se, surgery se theek ho sakta hai kya."
Mastectomy ke baad reconstruction ke baare mein baat karni hai.,Plastic Surgeon,Original
Mastectomy ke baad reconstruction ke baare me baat karni hai.,Plastic Surgeon,Spelling Variation of: Mastectomy ke baad reconstruction ke baare mein baat karni hai.
Mastectomy ke baad reconstruction ke baare mem baat karni hai.,Plastic Surgeon,Spelling Variation of: Mastectomy ke baad reconstruction ke baare mein baat karni hai.
Mastectomy ke baad reconstruction ke baare mein baat karni ha.,Plastic Surgeon,Spelling Variation of: Mastectomy ke baad reconstruction ke baare mein baat karni hai.
"Haath ki ungli kat gayi thi accident mein, usse theek karwana hai.",Plastic Surgeon,Original
"Haath ki ungli kat gayi thi accident me, usse theek karwana hai.",Plastic Surgeon,"Spelling Variation of: Haath ki ungli kat gayi thi accident mein, usse theek karwana hai."
"hand ki ungli kat gayi thi accident mein, usse theek karwana hai.",Plastic Surgeon,"Variation of: Haath ki ungli kat gayi thi accident mein, usse theek karwana hai."
"Haath ki ungli kat gayi thi accident mem, usse theek karwana hai.",Plastic Surgeon,"Spelling Variation of: Haath ki ungli kat gayi thi accident mein, usse theek karwana hai."
"Haath ki ungli kat gayi thi accident mein, usse theek karwana ha.",Plastic Surgeon,"Spelling Variation of: Haath ki ungli kat gayi thi accident mein, usse theek karwana hai."
"Nose ka shape thoda change karwana hai, cosmetic reasons se.",Plastic Surgeon,Original
"Nose ka shape thora change karwana hai, cosmetic reasons se.",Plastic Surgeon,"Spelling Variation of: Nose ka shape thoda change karwana hai, cosmetic reasons se."
"Nose ka shape thoda change karwana ha, cosmetic reasons se.",Plastic Surgeon,"Spelling Variation of: Nose ka shape thoda change karwana hai, cosmetic reasons se."
"Dog bite ke baad chehre par gehra ghaav hai, plastic surgery se theek hoga kya.",Plastic Surgeon,Original
"Dog bite ke baad chehre par gehra ghaav ha, plastic surgery se theek hoga kya.",Plastic Surgeon,"Spelling Variation of: Dog bite ke baad chehre par gehra ghaav hai, plastic surgery se theek hoga kya."
"Weight loss surgery ke baad skin loose ho gayi hai, tighten karwani hai.",Plastic Surgeon,Original
plastic surgeon ko dikhana hai,Plastic Surgeon,Specialist Term
cosmetic surgery specialist chahiye,Plastic Surgeon,Specialist Term
cosmetic surgery specialist chaiye,Plastic Surgeon,Spelling Variation of: cosmetic surgery specialist chahiye
cosmetic surgery specialist chahye,Plastic Surgeon,Spelling Variation of: cosmetic surgery specialist chahiye
reconstruction surgery ke baare mein baat karni hai,Plastic Surgeon,Specialist Term
reconstruction surgery ke baare me baat karni hai,Plastic Surgeon,Spelling Variation of: reconstruction surgery ke baare mein baat karni hai
skin graft specialist chahiye,Plastic Surgeon,Specialist Term
skin graft specialist chaiye,Plastic Surgeon,Spelling Variation of: skin graft specialist chahiye
skin graft specialist chahye,Plastic Surgeon,Spelling Variation of: skin graft specialist chahiye
jalne ke nishan,Plastic Surgeon,Keyword Phrase
cosmetic surgery,Plastic Surgeon,Keyword Phrase
chehre ki surgery,Plastic Surgeon,Keyword Phrase
scar hatana,Plastic Surgeon,Keyword Phrase
"Weight loss surgery ke baad skin loose ho gayi ha, tighten karwani ha.",Plastic Surgeon,"Spelling Variation of: Weight loss surgery ke baad skin loose ho gayi hai, tighten karwani hai."
